نام شرکت تولید کننده,نام شرکت تامین کننده,نام صاحب برند,توزیع کننده,کشور تولید  کننده,نام برند,نام لاتین برند,نام ژنریک,نام ماده موثره, تعداد فروش (بسته) , تعداد در بسته , فروش عددی , فروش ریالی مصرف کننده ,کد ژنریک,OTC,بیولوژیک,ATC Code,,
Pars Darou,پارس دارو,پارس دارو,پخش هجرت,ایران,نیکلوزاماید   قرص جویدنی خوراکی 500 mg,"NICLOSAMIDE   TABLET, CHEWABLE ORAL 500 mg","NICLOSAMIDE TABLET, CHEWABLE ORAL 500 mg",NICLOSAMIDE," 2,337 ", 4 ," 9,348 "," 30,999,200 ",897,0,0,P02DA01,,
Donyaye Behdasht Labs.co,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش هجرت,ایران,"متوکلوپرامید   محلول، قطره خوراکی 4 mg/1mL 15 mL","METOCLOPRAMIDE   SOLUTION, DROPS ORAL 4 mg/1mL 15 mL","METOCLOPRAMIDE HYDROCHLORIDE SOLUTION, DROPS ORAL 4 mg/1mL 15 mL",METOCLOPRAMIDE HYDROCHLORIDE, 681 , 1 , 681 ," 30,714,000 ",840,0,0,A03FA01,,
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,پخش هجرت,ایران,ریواستیگمین   کپسول خوراکی 3 mg,RIVASTIGMINE   CAPSULE ORAL 3 mg,RIVASTIGMINE (AS HYDROGEN TARTRATE) CAPSULE ORAL 3 mg,RIVASTIGMINE (AS HYDROGEN TARTRATE), 206 , 30 ," 6,180 "," 30,624,000 ",1999,0,0,N06DA03,,
Panpharma,درمان یاب دارو,Rotexmedica Gmbh Arzneimittelwerk,پخش هجرت,فرانسه,تیوپنتال-پن فارما   پودر برای تهیه محلول تزریقی پرنترال 1 g  mg,"THIOPENTAL-PANPHARMA   INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g  mg","THIOPENTAL SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",THIOPENTAL SODIUM, 1 , 1 , 1 ," 30,514,300 ",1218,0,0,N01AF03,,
Alborzdarou,البرز دارو,البرز دارو,پخش هجرت,ایران,ال-کارنیت   محلول خوراکی 100 mg/1mL 120 mL,L-CARNITE   SOLUTION ORAL 100 mg/1mL 120 mL,L-CARNITINE SOLUTION ORAL 100 mg/1mL 120 mL,L-CARNITINE, 302 , 1 , 302 ," 30,475,600 ",13060,0,0,A16AA01,,
Tasnim Pharmaceutical,دارو سازی تسنیم,دارو سازی تسنیم,پخش هجرت,ایران,تاسیکر   قرص خوراکی 5 mg,TASICARE   TABLET ORAL 5 mg,SOLIFENACIN SUCCINATE TABLET ORAL 5 mg,SOLIFENACIN SUCCINATE, 201 , 30 ," 6,030 "," 30,451,500 ",7558,0,0,G04BD08,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش هجرت,ایران,.   ژل موضعی 1 %,.   GEL TOPICAL 1 %,CIPROFLOXACIN TABLET ORAL 500 mg,DICLOFENAC DIETHYLAMMONIUM, 205 , 20 ," 4,100 "," 29,520,000 ",296,0,0,J01MA02,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,سیواسترول   قرص خوراکی 20 mg,SIVASTROL   TABLET ORAL 20 mg,SIMVASTATIN TABLET ORAL 20 mg,SIMVASTATIN, 565 , 30 ," 16,950 "," 28,815,000 ",1673,0,0,C10AA01,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,دایمتیکون   قرص جویدنی خوراکی 40 mg,"DIMETHICONE   TABLET, CHEWABLE ORAL 40 mg","SIMETHICONE (DIMETHICONE ACTIVATED) TABLET, CHEWABLE ORAL 40 mg",SIMETHICONE (DIMETHICONE ACTIVATED), 115 , 100 ," 11,500 "," 28,750,000 ",1131,1,0,A07D,,
Zydus Oncosciences,سینا پیشگام دارو نوین,Zydus Oncosciences,پخش هجرت,هند,6- ام پی   قرص خوراکی 50 mg,6-MP   TABLET ORAL 50 mg,MERCAPTOPURINE TABLET ORAL 50 mg,MERCAPTOPURINE, 78 , 100 ," 7,800 "," 27,534,000 ",811,0,0,L01BB02,,
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش هجرت,ایران,کتورولاک   قرص خوراکی 10 mg,KETOROLAC   TABLET ORAL 10 mg,KETOROLAC TROMETAMOL TABLET ORAL 10 mg,KETOROLAC TROMETAMOL, 912 , 30 ," 27,360 "," 27,360,000 ",13573,0,0,M01AB15,,
Sina Darou Laboratories,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش هجرت,ایران,فلوکورتف   پماد موضعی 0.025 % 15 g,FLUCORTEF   OINTMENT TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE OINTMENT TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE, 390 , 1 , 390 ," 27,300,000 ",545,0,0,D07AC04,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش هجرت,ایران,آتورواستاتین   قرص خوراکی 10 mg,ATORVASTATIN   TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM), 495 , 30 ," 14,850 "," 26,892,000 ",1910,0,0,C10AA05,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,سایکوئل   قرص خوراکی 100 mg,SYQUEL   TABLET ORAL 100 mg,QUETIAPINE FUMARATE TABLET ORAL 100 mg,QUETIAPINE FUMARATE, 120 , 30 ," 3,600 "," 26,892,000 ",5927,0,0,N05AH04,,
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,پخش هجرت,ایران,آزیترومایسین   کپسول خوراکی 250 mg  ,AZITHROMYCIN   CAPSULE ORAL 250 mg  ,AZITHROMYCIN CAPSULE ORAL 250 mg,AZITHROMYCIN, 352 , 6 ," 2,112 "," 26,664,000 ",123,0,0,J01FA10,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,زادیکس   شربت خوراکی 1 mg/5mL 100 mL,ZADIX   SYRUP ORAL 1 mg/5mL 100 mL,KETOTIFEN SYRUP ORAL 1 mg/5mL 100 mL,KETOTIFEN, 274 , 1 , 274 ," 26,448,800 ",52299,0,0,R06AX17,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,پخش هجرت,ایران,نوروین   قرص خوراکی 5 mg,NORVEIN   TABLET ORAL 5 mg,AMLODIPINE (AS BESILATE) TABLET ORAL 5 mg,AMLODIPINE (AS BESILATE), 484 , 30 ," 14,520 "," 26,436,000 ",70,0,0,C08CA01,,
Laboratorio Reig Jofre S.a,سینا پیشگام دارو نوین,ALTAN PHARMACEUTICALS SA.,پخش هجرت,اسپانیا,نیمودیپین آلتان   محلول تزریقی داخل وریدی 0.2 mg/1mL 50 mg,"NIMODIPINE ALTAN   INJECTION, SOLUTION INTRAVENOUS 0.2 mg/1mL 50 mg","NIMODIPINE INJECTION, SOLUTION INTRAVENOUS 0.2 mg/1mL 50 mL",NIMODIPINE, 110 , 1 , 110 ," 26,180,000 ",904,0,0,C08CA06,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,پخش هجرت,ایران,کارباکوت   قرص خوراکی 500 mg,CARBACOAT   TABLET ORAL 500 mg,METHOCARBAMOL TABLET ORAL 500 mg,METHOCARBAMOL, 52 , 100 ," 5,200 "," 26,117,000 ",823,0,0,M03BA03,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,پخش هجرت,ایران,پرگاسول   کپسول خوراکی 75 mg,PREGASOL   CAPSULE ORAL 75 mg,PREGABALIN CAPSULE ORAL 75 mg,PREGABALIN, 206 , 30 ," 6,180 "," 26,079,600 ",7239,0,0,N03AX16,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,آتنولول-تدافارم   قرص خوراکی 50 mg,ATENOLOL-TEDAPHARM   TABLET ORAL 50 mg,ATENOLOL TABLET ORAL 50 mg,ATENOLOL, 150 , 100 ," 15,000 "," 25,950,000 ",115,0,0,C07AB03,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,ترامادول   تزریقی پرنترال 50 mg/1mL  mL,TRAMADOL   INJECTION PARENTERAL 50 mg/1mL  mL,TRAMADOL HYDROCHLORIDE INJECTION PARENTERAL 50 mg/1mL,TRAMADOL HYDROCHLORIDE, 238 , 1 , 238 ," 24,990,000 ",2708,0,0,,,
Shahid Ghazi Pharmaceutical Co.,داروسازی شهید قاضی,داروسازی شهید قاضی,پخش هجرت,ایران,دکستروز   محلول تزریقی داخل وریدی 10 % 250 mL,"DEXTROSE   INJECTION, SOLUTION INTRAVENOUS 10 % 250 mL","DEXTROSE INJECTION, SOLUTION INTRAVENOUS 10 % 250 mL",DEXTROSE, 250 , 1 , 250 ," 24,525,000 ",10083,0,0,B05BA03,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش هجرت,ایران,آریسپتین   قرص خوراکی 5 mg,ARISEPTIN   TABLET ORAL 5 mg,DONEPEZIL HYDROCHLORIDE TABLET ORAL 5 mg,DONEPEZIL HYDROCHLORIDE, 96 , 100 ," 9,600 "," 24,384,000 ",1927,0,0,N06DA02,,
NEAL PHARMED,نیل فارمد,نیل فارمد,پخش هجرت,ایران,نیلوکسامین   قرص خوراکی 100 mg,NILOXAMINE   TABLET ORAL 100 mg,FLUVOXAMINE MALEATE TABLET ORAL 100 mg,FLUVOXAMINE MALEATE, 99 , 30 ," 2,970 "," 24,354,000 ",4708,0,0,N06AB08,,
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش هجرت,ایران,هیستادیک   تزریقی پرنترال 10 mg/1mL  mL,HISTADIC   INJECTION PARENTERAL 10 mg/1mL  mL,CHLORPHENIRAMINE MALEATE INJECTION PARENTERAL 10 mg/1mL,CHLORPHENIRAMINE MALEATE, 26 , 50 ," 1,300 "," 24,300,000 ",275,0,0,R06AB04,,
Daana Pharma,داروسازی دانا,داروسازی دانا,پخش هجرت,ایران,کلاموکس   پودر برای تهیه سوسپانسیون   خوراکی 250 mg/62.5 mg/5mL 100 mL,"CLAMOX   POWDER, FOR SUSPENSION ORAL 250 mg/62.5 mg/5mL 100 mL","CO-AMOXICLAV POWDER, FOR SUSPENSION ORAL 250 mg/62.5 mg/5mL 100 mL",CO-AMOXICLAV, 176 , 1 , 176 ," 24,021,696 ",1440,0,0,J01CR02,,
Afachemi,آفا شیمی,آفا شیمی,پخش هجرت,ایران,آفازوکس   پودر برای تهیه محلول تزریقی پرنترال 500 mg  mg,"AFAZOX   INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg  mg","CEFTIZOXIME INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",CEFTIZOXIME, 13 , 20 , 267 ," 24,000,000 ",234,0,0,J01DD07,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,سیپروفلوکساسین   قرص خوراکی 750 mg,CIPROFLOXACIN   TABLET ORAL 750 mg,CIPROFLOXACIN (AS HYDROCHLORIDE) TABLET ORAL 750 mg,CIPROFLOXACIN (AS HYDROCHLORIDE), 118 , 20 ," 2,360 "," 23,836,000 ",52435,0,0,J01MA02,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,پخش هجرت,ایران,پرگاسول   کپسول خوراکی 150 mg,PREGASOL   CAPSULE ORAL 150 mg,PREGABALIN CAPSULE ORAL 150 mg,PREGABALIN, 27 , 100 ," 2,700 "," 23,544,000 ",7928,0,0,N03AX16,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,آتنولول-تدافارم   قرص خوراکی 100 mg,ATENOLOL-TEDAPHARM   TABLET ORAL 100 mg,ATENOLOL TABLET ORAL 100 mg,ATENOLOL, 104 , 100 ," 10,400 "," 22,360,000 ",114,0,0,C07AB03,,
Afachemi,آفا شیمی,آفا شیمی,پخش هجرت,ایران,آفاموکس   پودر برای تهیه سوسپانسیون   خوراکی 125 mg/5mL 100 mg,"AFAMOX   POWDER, FOR SUSPENSION ORAL 125 mg/5mL 100 mg","AMOXICILLIN POWDER, FOR SUSPENSION ORAL 125 mg/5mL 100 mL",AMOXICILLIN, 322 , 1 , 322 ," 22,248,000 ",75,0,0,J01CA04,,
Cenexi,استراژن دارو,Stragen Pharma,پخش هجرت,فرانسه,میلرینون استراژن   محلول تزریقی پرنترال 1 mg/1mL 10 mg,"MILRINONE STRAGEN   INJECTION, SOLUTION PARENTERAL 1 mg/1mL 10 mg","MILRINONE LACTATE INJECTION, SOLUTION PARENTERAL 1 mg/1mL 10 mL",MILRINONE LACTATE, 3 , 10 , 30 ," 22,230,000 ",1877,0,0,C01CE02,,
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش هجرت,ایران,زالپلون   کپسول خوراکی 10 mg,ZALEPLON   CAPSULE ORAL 10 mg,ZALEPLON CAPSULE ORAL 10 mg,ZALEPLON, 245 , 30 ," 7,350 "," 22,050,000 ",7129,0,0,N05CF03,,
Nano Fanavaran Darouei Alvand (nanoalvand),نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,پخش هجرت,ایران,ساپروتاک   کپسول خوراکی 0.5 mg,SUPROTAC   CAPSULE ORAL 0.5 mg,TACROLIMUS CAPSULE ORAL 0.5 mg,TACROLIMUS, 25 , 50 ," 1,250 "," 21,250,000 ",5804,0,0,L04AD02,,
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,پخش هجرت,ایران,گایول   شربت خوراکی 100 mg/5mL 60 mL,GAYOL   SYRUP ORAL 100 mg/5mL 60 mL,GUAIFENESIN SYRUP ORAL 100 mg/5mL 60 mL,GUAIFENESIN, 256 , 1 , 256 ," 21,200,000 ",614,1,0,R05CA03,,
Mahban Darou,مهبان دارو,مهبان دارو,پخش هجرت,ایران,اکسینوفن   قرص خوراکی 325 mg/10 mg,OXYNOPHEN   TABLET ORAL 325 mg/10 mg,ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE TABLET ORAL 325 mg/10 mg,ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE, 75 , 30 ," 2,250 "," 21,150,000 ",52633,0,0,N02A,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,لینفورتکس   قرص خوراکی 1000 mg/2.5 mg,LINFORTEX   TABLET ORAL 1000 mg/2.5 mg,METFORMIN HYDROCHLORIDE / LINAGLIPTIN TABLET ORAL 1000 mg/2.5 mg,METFORMIN HYDROCHLORIDE / LINAGLIPTIN, 57 , 30 ," 1,710 "," 21,033,000 ",52111,0,0,A10BD11,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,فنوباربیتال   قرص خوراکی 100 mg,PHENOBARBITAL   TABLET ORAL 100 mg,PHENOBARBITAL TABLET ORAL 100 mg,PHENOBARBITAL, 112 , 100 ," 11,200 "," 20,944,000 ",979,0,0,N03AA02,,
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش هجرت,ایران,متفورمین   قرص خوراکی 500 mg,METFORMIN   TABLET ORAL 500 mg,METFORMIN HYDROCHLORIDE TABLET ORAL 500 mg,METFORMIN HYDROCHLORIDE, 111 , 100 ," 11,100 "," 20,757,000 ",817,0,0,A10BA02,,
NEAL PHARMED,نیل فارمد,نیل فارمد,پخش هجرت,ایران,پنتونیل   کپسول انتریک کوتد خوراکی 40 mg,"PANTONILE   CAPSULE, DELAYED RELEASE ORAL 40 mg","PANTOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",PANTOPRAZOLE, 248 , 14 ," 3,472 "," 20,671,000 ",10029,0,0,A02BC02,,
Neshat Darou Saveh,نشاط داروی ساوه,نشاط داروی ساوه,پخش هجرت,ایران,پاکلکس   تزریقی پرنترال 6 mg/1mL 50 mg,PACLEX   INJECTION PARENTERAL 6 mg/1mL 50 mg,PACLITAXEL INJECTION PARENTERAL 6 mg/1mL 50 mL,PACLITAXEL, 3 , 1 , 3 ," 20,550,000 ",50293,0,0,L01CD01,,
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش هجرت,ایران,نیتروفروز   کرم موضعی 0.2 % 30 g,NITROFRUZ   CREAM TOPICAL 0.2 % 30 g,NITROFURAZONE CREAM TOPICAL 0.2 % 30 g,NITROFURAZONE, 367 , 1 , 367 ," 19,552,200 ",909,0,0,D09AA03,,
Baxter Pharmaceuticals India Private Limited(ex Claris Injectables Limited),وانا دارو گستر,وانا دارو گستر,پخش هجرت,هند,وانا میلرینون   محلول تزریقی پرنترال 1 mg/1mL 10 mL,"VANA MILRINONE   INJECTION, SOLUTION PARENTERAL 1 mg/1mL 10 mL","MILRINONE LACTATE INJECTION, SOLUTION PARENTERAL 1 mg/1mL 10 mL",MILRINONE LACTATE, 10 , 5 , 50 ," 19,250,000 ",1877,0,0,C01CE02,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,تداراید-اچ   قرص خوراکی 5 mg/50 mg,TEDARIDE-H   TABLET ORAL 5 mg/50 mg,AMILORIDE / HYROCHLOROTHIAZIDE TABLET ORAL 5 mg/50 mg,AMILORIDE / HYROCHLOROTHIAZIDE, 92 , 100 ," 9,200 "," 18,925,000 ",55,0,0,C03EA01,,
Baxter Pharmaceuticals India Private Limited(ex Claris Injectables Limited),داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,هند,اگزوفلوکان   تزریقی پرنترال 2 mg/1mL 100 mL,EXOFLUCAN   INJECTION PARENTERAL 2 mg/1mL 100 mL,FLUCONAZOLE INJECTION PARENTERAL 2 mg/1mL 100 mL,FLUCONAZOLE, 57 , 1 , 57 ," 18,468,000 ",8529,0,0,J02AC01,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,استامین اکسترا   قرص خوراکی 500 mg/65 mg,ACETAMIN EXTRA   TABLET ORAL 500 mg/65 mg,ACETAMINOPHEN / CAFFEINE TABLET ORAL 500 mg/65 mg,ACETAMINOPHEN / CAFFEINE, 145 , 30 ," 4,350 "," 18,420,000 ",12650,1,0,N02BE51,,
Exir Pharmaceutical Company,داروسازی اکسیر,داروسازی اکسیر,پخش هجرت,ایران,گاباپنتین-اکسیر   کپسول خوراکی 400 mg,GABAPENTIN-EXIR   CAPSULE ORAL 400 mg,GABAPENTIN CAPSULE ORAL 400 mg,GABAPENTIN, 24 , 100 ," 2,400 "," 18,198,000 ",574,0,0,N03AX12,,
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش هجرت,ایران,سیلدنافیل   ژل موضعی 1 % 15 g,SILDENAFIL   GEL TOPICAL 1 % 15 g,SILDENAFIL CITRATE GEL TOPICAL 1 % 15 g,SILDENAFIL CITRATE, 139 , 1 , 139 ," 18,070,000 ",51942,0,0,G04BE03,,
Sobhandarou,سبحان دارو,سبحان دارو,پخش هجرت,ایران,ایمی پرامین   قرص خوراکی 50 mg,IMIPRAMINE   TABLET ORAL 50 mg,IMIPRAMINE HYDROCHLORIDE TABLET ORAL 50 mg,IMIPRAMINE HYDROCHLORIDE, 83 , 100 ," 8,300 "," 18,015,000 ",666,0,0,N06AA02,,
Tasnim Pharmaceutical,دارو سازی تسنیم,دارو سازی تسنیم,پخش هجرت,ایران,آسمورال   قرص خوراکی 10 mg,ASMORAL   TABLET ORAL 10 mg,MONTELUKAST TABLET ORAL 10 mg,MONTELUKAST, 94 , 30 ," 2,820 "," 17,907,000 ",6043,0,0,R03DC03,,
Mehr Darou,مهردارو,مهردارو,پخش هجرت,ایران,آملودیپین   قرص خوراکی 5 mg,AMLODIPINE   TABLET ORAL 5 mg,AMLODIPINE (AS BESILATE) TABLET ORAL 5 mg,AMLODIPINE (AS BESILATE), 330 , 30 ," 9,900 "," 17,820,000 ",70,0,0,C08CA01,,
Kyorin Pharmaceutical Co Ltd,فوریتهای سینا آرات گستر,Kyorin Pharmaceutical Co Ltd,پخش هجرت,ژاپن,آنتیرکس   تزریقی پرنترال 10 mg/1mL 1 mg,ANTIREX   INJECTION PARENTERAL 10 mg/1mL 1 mg,EDROPHONIUM CHLORIDE INJECTION PARENTERAL 10 mg/1mL 1 mL,EDROPHONIUM CHLORIDE, 1 , 10 , 10 ," 17,185,000 ",12322,0,0,,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,پیروی ساید   سوسپانسیون خوراکی 50 mg/5mL 60 mL,PYRVICIDE   SUSPENSION ORAL 50 mg/5mL 60 mL,PYRVINIUM SUSPENSION ORAL 50 mg/5mL 60 mL,PYRVINIUM, 78 , 1 , 78 ," 17,004,000 ",1085,0,0,P02CX01,,
Shafa Pharmaceutical & Hygienic Mfg.co.,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,پخش هجرت,ایران,سوماتریپتان   قرص خوراکی 50 mg,SUMATRIPTAN   TABLET ORAL 50 mg,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,SUMATRIPTAN (AS SUCCINATE), 159 , 10 ," 1,590 "," 16,695,000 ",2004,0,0,N02CC01,,
Salutas Pharma Gmbh,بهستان دارو,Hexal,پخش هجرت,آلمان,ای سی سی لانگ   قرص جوشان خوراکی 600 mg,"ACC LONG   TABLET, EFFERVESCENT ORAL 600 mg","ACETYLCYSTEINE TABLET, EFFERVESCENT ORAL 600 mg",ACETYLCYSTEINE, 66 , 10 , 660 ," 16,670,000 ",2369,0,0,R05CB01,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,لینفورتکس   قرص خوراکی 500 mg/2.5 mg,LINFORTEX   TABLET ORAL 500 mg/2.5 mg,METFORMIN HYDROCHLORIDE / LINAGLIPTIN TABLET ORAL 500 mg/2.5 mg,METFORMIN HYDROCHLORIDE / LINAGLIPTIN, 54 , 30 ," 1,620 "," 16,605,000 ",52112,0,0,A10BD11,,
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش هجرت,ایران,نیوبت   قرص خوراکی 0.5 mg,NEWBET   TABLET ORAL 0.5 mg,REPAGLINIDE TABLET ORAL 0.5 mg,REPAGLINIDE, 114 , 100 ," 11,400 "," 16,530,000 ",4903,0,0,A10BX02,,
Amin Pharmaceutical Co.,تولید مواد اولیه داروپخش,تولید مواد اولیه داروپخش,پخش هجرت,ایران,متادون   قرص خوراکی 5 mg,METHADONE   TABLET ORAL 5 mg,METHADONE HYDROCHLORIDE TABLET ORAL 5 mg,METHADONE HYDROCHLORIDE, 87 , 100 ," 8,700 "," 16,269,000 ",818,0,0,N07BC02,,
Alhavi,الحاوی,الحاوی,پخش هجرت,ایران,تاواسیدال   قرص خوراکی 500 mg,TAVACIDAL   TABLET ORAL 500 mg,LEVOFLOXACIN TABLET ORAL 500 mg,LEVOFLOXACIN, 103 , 5 , 515 ," 15,450,000 ",7183,0,0,J01MA12,,
Wyeth Lederle Italia S.p.a,بهستان دارو,Pfizer,پخش هجرت,ایتالیا,تیگاسیل   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 50 mg  mg,"TYGACIL   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 50 mg  mg","TIGECYCLINE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 50 mg",TIGECYCLINE, 10 , 1 , 10 ," 15,320,000 ",23169,0,0,J01AA12,,
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش هجرت,ایران,اپی رکت   شیاف مقعدی 10 mg,OPIRECT   SUPPOSITORY RECTAL 10 mg,MORPHINE SULFATE SUPPOSITORY RECTAL 10 mg,MORPHINE SULFATE, 305 , 10 ," 3,050 "," 15,250,000 ",12225,0,0,N02AA01,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش هجرت,ایران,پرازوسین   قرص خوراکی 5 mg,PRAZOSIN   TABLET ORAL 5 mg,PRAZOSIN TABLET ORAL 5 mg,PRAZOSIN, 53 , 100 ," 5,300 "," 15,125,000 ",1043,0,0,C02CA01,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,افلوکساسین   قرص خوراکی 200 mg,OFLOXACIN   TABLET ORAL 200 mg,OFLOXACIN TABLET ORAL 200 mg,OFLOXACIN, 98 , 30 ," 2,940 "," 14,700,000 ",930,0,0,J01MA01,,
Sina Darou Laboratories,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش هجرت,ایران,"ناتریسالت   محلول، قطره چشمی 5 % 10 mL","NATRISALT   SOLUTION, DROPS OPHTHALMIC 5 % 10 mL","SODIUM CHLORIDE SOLUTION, DROPS OPHTHALMIC 5 % 10 mL",SODIUM CHLORIDE," 1,309 ", 1 ," 1,309 "," 14,660,800 ",1147,1,0,S01XA03,,
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش هجرت,ایران,اریترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5mL 100 mL,"ERYTHROMYCIN   POWDER, FOR SUSPENSION ORAL 200 mg/5mL 100 mL","ERYTHROMYCIN POWDER, FOR SUSPENSION ORAL 200 mg/5mL 100 mL",ERYTHROMYCIN, 102 , 1 , 102 ," 14,586,000 ",497,0,0,J01FA01,,
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش هجرت,ایران,آمیوفارم   قرص خوراکی 200 mg,AMIOPHARM   TABLET ORAL 200 mg,AMIODARONE HYDROCHLORIDE TABLET ORAL 200 mg,AMIODARONE HYDROCHLORIDE, 24 , 100 ," 2,400 "," 14,400,000 ",63,0,0,C01BD01,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,پخش هجرت,ایران,فلوکونازول   کپسول خوراکی 150 mg,FLUCONAZOLE   CAPSULE ORAL 150 mg,FLUCONAZOLE CAPSULE ORAL 150 mg,FLUCONAZOLE, 59 , 30 ," 1,770 "," 14,160,000 ",538,0,0,J02AC01,,
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش هجرت,ایران,رینوفکس   قرص خوراکی 120 mg,RHINOFEX   TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE, 47 , 30 ," 1,410 "," 14,100,000 ",6751,1,0,R06AX26,,
Vetter Pharma Fertigung Gmbh,بهستان دارو,Merck Sharp & Dohme,پخش هجرت,آلمان,پیورگون   محلول تزریقی پرنترال 833 [iU]/1mL 0.36 [iU],"PUREGON   INJECTION, SOLUTION PARENTERAL 833 [iU]/1mL 0.36 [iU]","FOLLITROPIN BETA INJECTION, SOLUTION PARENTERAL 833 [iU]/1mL 0.36 mL",FOLLITROPIN BETA, 4 , 1 , 4 ," 14,000,000 ",50821,0,1,,,
