نام شرکت تولید کننده,نام شرکت تامین کننده,نام صاحب برند,توزیع کننده,کشور تولید  کننده,نام برند,نام لاتین برند,نام ژنریک,نام ماده موثره, تعداد فروش (بسته) , تعداد در بسته , فروش عددی , فروش ریالی مصرف کننده ,کد ژنریک,OTC,بیولوژیک,ATC Code,,
Ferring,درمان یاب دارو,Ferring Gmbh,پخش هجرت,سوئیس,پنتاسا   قرص انتریک کوتد خوراکی 500 mg,"PENTASA   TABLET, DELAYED RELEASE ORAL 500 mg","MESALAZINE TABLET, DELAYED RELEASE ORAL 500 mg",MESALAZINE, 2 , 100 , 200 ," 13,960,000 ",813,0,0,A07EC02,,
Marham Darou,مرهم دارو,مرهم دارو,پخش هجرت,ایران,ریواستیگمین   کپسول خوراکی 4.5 mg,RIVASTIGMINE   CAPSULE ORAL 4.5 mg,RIVASTIGMINE (AS HYDROGEN TARTRATE) CAPSULE ORAL 4.5 mg,RIVASTIGMINE (AS HYDROGEN TARTRATE), 110 , 20 ," 2,200 "," 13,640,000 ",2000,0,0,N06DA03,,
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش هجرت,ایران,مترونیدازول-بهوزان   ژل واژینال 0.75 % 70 g,METRONIDAZOLE-BEHVAZAN   GEL VAGINAL 0.75 % 70 g,METRONIDAZOLE GEL VAGINAL 0.75 % 70 g,METRONIDAZOLE, 151 , 1 , 151 ," 13,137,000 ",2074,0,0,G01AF01,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش هجرت,ایران,رهاکین   تزریقی پرنترال 100 mg/1mL 4 mL,RAHAKIN   INJECTION PARENTERAL 100 mg/1mL 4 mL,VALPROATE SODIUM INJECTION PARENTERAL 100 mg/1mL 4 mL,VALPROATE SODIUM, 36 , 5 , 180 ," 12,870,000 ",52223,0,0,N03AG,,
"NO.115 , Jalal St ., Esteqlal Town ,Tehran",داروسازی خوارزمی,داروسازی خوارزمی,پخش هجرت,ایران,هیدروکسی زین-خوارزمی   شربت خوراکی 10 mg/5mL 120 mL,HYDROXYZINE-KHARAZMI   SYRUP ORAL 10 mg/5mL 120 mL,HYDROXYZINE HYDROCHLORIDE SYRUP ORAL 10 mg/5mL 120 mL,HYDROXYZINE HYDROCHLORIDE, 167 , 1 , 167 ," 11,690,000 ",650,0,0,N05BB01,,
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش هجرت,ایران,ونلافاکسین   قرص خوراکی 37.5 mg,VENLAFAXINE   TABLET ORAL 37.5 mg,VENLAFAXINE TABLET ORAL 37.5 mg,VENLAFAXINE, 56 , 100 ," 5,600 "," 11,200,000 ",7932,0,0,N06AX16,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,گاباپنتین   کپسول خوراکی 300 mg,GABAPENTIN   CAPSULE ORAL 300 mg,GABAPENTIN CAPSULE ORAL 300 mg,GABAPENTIN, 18 , 100 ," 1,800 "," 11,002,000 ",573,0,0,N03AX12,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش هجرت,ایران,"سولفاستامید   محلول، قطره چشمی 10 % 10 mL","SULFACETAMIDE   SOLUTION, DROPS OPHTHALMIC 10 % 10 mL","SULFACETAMIDE SODIUM SOLUTION, DROPS OPHTHALMIC 10 % 10 mL",SULFACETAMIDE SODIUM, 240 , 1 , 240 ," 10,920,000 ",1180,0,0,S01AB04,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,تداپرول   قرص خوراکی 50 mg,TEDAPROL   TABLET ORAL 50 mg,METOPROLOL TARTRATE TABLET ORAL 50 mg,METOPROLOL TARTRATE, 254 , 30 ," 7,620 "," 10,896,600 ",2319,0,0,C07AB02,,
Alhavi,الحاوی,الحاوی,پخش هجرت,ایران,دیفن دیبت   محلول خوراکی 12.5 mg/5mL 120 mL,DIPHEN DIBET   SOLUTION ORAL 12.5 mg/5mL 120 mL,DIPHENHYDRAMINE HYDROCHLORIDE SOLUTION ORAL 12.5 mg/5mL 120 mL,DIPHENHYDRAMINE HYDROCHLORIDE, 90 , 1 , 90 ," 10,800,000 ",51885,1,0,R06AA02,,
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش هجرت,ایران,فرتیژست   تزریقی پرنترال 25 mg/1mL 1 mL,FERTIGEST   INJECTION PARENTERAL 25 mg/1mL 1 mL,PROGESTERONE INJECTION PARENTERAL 25 mg/1mL 1 mL,PROGESTERONE, 56 , 10 , 560 ," 10,752,000 ",1057,0,0,G03DA04,,
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش هجرت,ایران,هموروزان   پماد مقعدی 50 mg/2.75 mg/35 mg/180 mg/1g 15 g,HEMOROZAN   OINTMENT RECTAL 50 mg/2.75 mg/35 mg/180 mg/1g 15 g,ANTIHEMORRHOID OINTMENT RECTAL 50 mg/2.75 mg/35 mg/180 mg/1g 15 g,ANTIHEMORRHOID, 139 , 1 , 139 ," 10,537,000 ",96,1,0,C05AD01,,
Sobhandarou,سبحان دارو,سبحان دارو,پخش هجرت,ایران,نیکوتینیک اسید   قرص خوراکی 100 mg,NICOTINIC ACID   TABLET ORAL 100 mg,NICOTINIC ACID TABLET ORAL 100 mg,NICOTINIC ACID, 81 , 100 ," 8,100 "," 10,530,000 ",898,0,0,C10AD02,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,لگزیرام   قرص خوراکی 5 mg,LEXIRAM   TABLET ORAL 5 mg,ESCITALOPRAM (AS OXALATE) TABLET ORAL 5 mg,ESCITALOPRAM (AS OXALATE), 61 , 30 ," 1,830 "," 10,431,000 ",8455,0,0,N06AB10,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,پرفنازین   تزریقی پرنترال 5 mg/1mL  mL,PERPHENAZINE   INJECTION PARENTERAL 5 mg/1mL  mL,PERPHENAZINE INJECTION PARENTERAL 5 mg/1mL,PERPHENAZINE, 42 , 10 , 420 ," 10,402,500 ",974,0,0,,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش هجرت,ایران,رازوفناک   کپسول پیوسته رهش خوراکی 100 mg,"RAZOFENAC   CAPSULE, EXTENDED RELEASE ORAL 100 mg","DICLOFENAC SODIUM CAPSULE, EXTENDED RELEASE ORAL 100 mg",DICLOFENAC SODIUM, 123 , 30 ," 3,690 "," 10,332,000 ",1993,0,0,M01AB05,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,پخش هجرت,ایران,براتوما   کپسول خوراکی 5 mg,BRATOMA   CAPSULE ORAL 5 mg,TEMOZOLOMIDE CAPSULE ORAL 5 mg,TEMOZOLOMIDE, 60 , 5 , 300 ," 9,990,000 ",7384,0,0,L01AX03,,
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش هجرت,ایران,هیوسیدیک   تزریقی پرنترال 20 mg/1mL  mL,HYOSIDIC   INJECTION PARENTERAL 20 mg/1mL  mL,HYOSCINE-N-BUTYL BROMIDE INJECTION PARENTERAL 20 mg/1mL,HYOSCINE-N-BUTYL BROMIDE, 30 , 10 , 300 ," 9,900,000 ",655,0,0,A03BB,,
Neshat Darou Saveh,نشاط داروی ساوه,نشاط داروی ساوه,پخش هجرت,ایران,جم سی مکس   محلول غلیظ تزریقی پرنترال 100 mg/1mL 2 mg,"GEMCIMAX   INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 2 mg","GEMCITABINE HYDROCHLORIDE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 100 mg/1mL 2 mL",GEMCITABINE HYDROCHLORIDE, 20 , 1 , 20 ," 9,850,000 ",52336,0,0,L01BC05,,
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,پخش هجرت,ایران,جنتامایسین   تزریقی پرنترال 40 mg/1mL 1 mL,GENTAMICIN   INJECTION PARENTERAL 40 mg/1mL 1 mL,GENTAMICIN INJECTION PARENTERAL 40 mg/1mL 1 mL,GENTAMICIN, 55 , 10 , 550 ," 9,350,000 ",590,0,0,J01GB03,,
Actoverco,اکتوورکو,اکتوورکو,پخش هجرت,ایران,تیووکسا   قرص خوراکی 750 mg,TIVOXA   TABLET ORAL 750 mg,LEVOFLOXACIN TABLET ORAL 750 mg,LEVOFLOXACIN, 47 , 5 , 235 ," 9,259,000 ",19797,0,0,J01MA12,,
zist Arvand Pharmed,زیست اروند فارمد,زیست اروند فارمد,پخش هجرت,ایران,نانوجید   قرص خوراکی 180 mg,NANOJADE   TABLET ORAL 180 mg,DEFERASIROX TABLET ORAL 180 mg,DEFERASIROX, 15 , 28 , 420 ," 9,240,000 ",51954,0,0,V03AC03,,
Pars Darou,پارس دارو,پارس دارو,پخش هجرت,ایران,امپاتوس-پلاس   قرص خوراکی 5 mg/500 mg,EMPATUS-PLUS   TABLET ORAL 5 mg/500 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 5 mg/500 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE, 13 , 30 , 390 ," 8,970,000 ",52173,0,0,,,
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,پخش هجرت,ایران,آ-ویتین   کپسول حاوی مایع خوراکی 25000 [iU],"A-VITIN   CAPSULE, LIQUID FILLED ORAL 25000 [iU]","VITAMIN A CAPSULE, LIQUID FILLED ORAL 25000 [iU]",VITAMIN A, 24 , 100 ," 2,400 "," 8,880,000 ",1372,0,0,A11CA01,,
Donyaye Behdasht Labs.co,لابراتوار های دنیای بهداشت,لابراتوار های دنیای بهداشت,پخش هجرت,ایران,لیدوکائین   اسپری موضعی 10 mg/1{dose} 50 mL,LIDOCAINE   SPRAY TOPICAL 10 mg/1{dose} 50 mL,LIDOCAINE SPRAY TOPICAL 10 mg/1{dose} 50 mL,LIDOCAINE, 22 , 1 , 22 ," 8,646,000 ",2584,0,0,D04AB01,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,پلی اتیلن گلیکول-الکترولیت 1   پودر برای تهیه محلول خوراکی 13.87 g,"POLY ETHYLENGLYCOL - ELECTROLYTE 1   POWDER, FOR SOLUTION ORAL 13.87 g","POLYETHYLENE GLYCOL - ELECTROLYTE 1 POWDER, FOR SOLUTION ORAL 13.125 g/0.3507 g/0.1785 g/0.0466 g 13.87 g",POLYETHYLENE GLYCOL - ELECTROLYTE 1, 87 , 3 , 261 ," 8,613,000 ",51958,0,0,,,
Behsa Pharmaceutical,داروسازی بهسا,داروسازی بهسا,پخش هجرت,ایران,بیزاکودیل بهسا   شیاف مقعدی 5 mg,BISACODYL BEHSA   SUPPOSITORY RECTAL 5 mg,BISACODYL SUPPOSITORY RECTAL 5 mg,BISACODYL, 80 , 10 , 800 ," 8,000,000 ",168,1,0,A06AB02,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش هجرت,ایران,سیرنتین   کپسول خوراکی 100 mg,SIRENTIN   CAPSULE ORAL 100 mg,GABAPENTIN CAPSULE ORAL 100 mg,GABAPENTIN, 27 , 100 ," 2,700 "," 7,776,000 ",572,0,0,N03AX12,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,پخش هجرت,ایران,متوتار   قرص خوراکی 50 mg,METOTAR   TABLET ORAL 50 mg,METOPROLOL TARTRATE TABLET ORAL 50 mg,METOPROLOL TARTRATE, 173 , 30 ," 5,190 "," 7,640,400 ",2319,0,0,C07AB02,,
Sobhandarou,سبحان دارو,سبحان دارو,پخش هجرت,ایران,کانسدرم   کرم موضعی 1 % 15 g,CONESDERM   CREAM TOPICAL 1 % 15 g,CLOTRIMAZOLE CREAM TOPICAL 1 % 15 g,CLOTRIMAZOLE, 159 , 1 , 159 ," 7,632,000 ",326,0,0,D01AC01,,
Behsa Pharmaceutical,داروسازی بهسا,داروسازی بهسا,پخش هجرت,ایران,دیکلوفناک بهسا   شیاف مقعدی 100 mg,DICLOFENAC BEHSA   SUPPOSITORY RECTAL 100 mg,DICLOFENAC SODIUM SUPPOSITORY RECTAL 100 mg,DICLOFENAC SODIUM, 70 , 10 , 700 ," 7,630,000 ",427,0,0,M01AB05,,
Donyaye Behdasht Labs.co,لابراتوار های دنیای بهداشت,لابراتوار های دنیای بهداشت,پخش هجرت,ایران,پدیامکس   سوسپانسیون خوراکی 120 mg/5mL 120 mL,PEDIAMEX   SUSPENSION ORAL 120 mg/5mL 120 mL,ACETAMINOPHEN SUSPENSION ORAL 120 mg/5mL 120 mL,ACETAMINOPHEN, 50 , 1 , 50 ," 7,500,000 ",5,1,0,N02BE01,,
,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش هجرت,ایران,ال کارنیتین   محلول خوراکی 100 mg/1mL 120,L-CARNITINE CASPIAN 120ML SOL   SOLUTION ORAL 100 mg/1mL 120,L-CARNITINE SOLUTION ORAL 100 mg/1mL 120 mL,L-CARNITINE, 115 , 1 , 115 ," 7,475,000 ",13060,0,0,A16AA01,,
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش هجرت,ایران,زیپکس   قرص خوراکی 5 mg,ZIPEX   TABLET ORAL 5 mg,NITRAZEPAM TABLET ORAL 5 mg,NITRAZEPAM, 212 , 30 ," 6,360 "," 7,314,000 ",906,0,0,N05CD02,,
Nano Fanavaran Darouei Alvand (nanoalvand),نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,پخش هجرت,ایران,آمیتزو   کپسول خوراکی 20 mg,AMITZO   CAPSULE ORAL 20 mg,TEMOZOLOMIDE CAPSULE ORAL 20 mg,TEMOZOLOMIDE, 13 , 5 , 65 ," 6,825,000 ",6532,0,0,L01AX03,,
Pars Darou,پارس دارو,پارس دارو,پخش هجرت,ایران,کلروکین   قرص خوراکی 150 mg  ,CHLOROQUINE   TABLET ORAL 150 mg  ,CHLOROQUINE (AS PHOSPHATE) TABLET ORAL 150 mg,CHLOROQUINE (AS PHOSPHATE), 32 , 100 ," 3,200 "," 6,240,000 ",271,0,0,P01BA01,,
Pars Darou,پارس دارو,پارس دارو,پخش هجرت,ایران,پریکسابان   قرص خوراکی 15 mg,PREXABAN   TABLET ORAL 15 mg,RIVAROXABAN TABLET ORAL 15 mg,RIVAROXABAN, 5 , 30 , 150 ," 6,075,000 ",50005,0,0,B01AF01,,
Nano Fanavaran Darouei Alvand (nanoalvand),نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,پخش هجرت,ایران,لنوما   کپسول خوراکی 10 mg,LENOMA   CAPSULE ORAL 10 mg,LENALIDOMIDE CAPSULE ORAL 10 mg,LENALIDOMIDE, 1 , 21 , 21 ," 5,964,000 ",18193,0,0,L04AX04,,
Sobhandarou,سبحان دارو,سبحان دارو,پخش هجرت,ایران,دی پیریدامول   قرص خوراکی 25 mg,DIPYRIDAMOLE   TABLET ORAL 25 mg,DIPYRIDAMOLE TABLET ORAL 25 mg,DIPYRIDAMOLE, 18 , 100 ," 1,800 "," 5,940,000 ",460,0,0,B01AC07,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,کموپروزین   شربت خوراکی 5 mg/5mL 60 mL,CHEMOPROZINE   SYRUP ORAL 5 mg/5mL 60 mL,PROMETHAZINE SYRUP ORAL 5 mg/5mL 60 mL,PROMETHAZINE, 125 , 1 , 125 ," 5,687,500 ",1060,0,0,R06AD02,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,سبکس   کپسول خوراکی 200 mg,CEBEX   CAPSULE ORAL 200 mg,CELECOXIB CAPSULE ORAL 200 mg,CELECOXIB, 42 , 30 ," 1,260 "," 5,670,000 ",1932,0,0,M01AH01,,
Afachemi,آفا شیمی,آفا شیمی,پخش هجرت,ایران,آفالکس   پودر برای تهیه سوسپانسیون   خوراکی 125 mg/5mL 100 mg,"AFALEX   POWDER, FOR SUSPENSION ORAL 125 mg/5mL 100 mg","CEFALEXIN POWDER, FOR SUSPENSION ORAL 125 mg/5mL 100 mL",CEFALEXIN, 76 , 1 , 76 ," 5,117,600 ",242,0,0,J01DB01,,
Shafa Pharmaceutical & Hygienic Mfg.co.,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,پخش هجرت,ایران,کارودیلول-شفا   قرص خوراکی 6.25 mg,CARVEDILOL-SHAFA   TABLET ORAL 6.25 mg,CARVEDILOL TABLET ORAL 6.25 mg,CARVEDILOL, 98 , 30 ," 2,940 "," 4,863,000 ",2475,0,0,C07AG02,,
Shafa Pharmaceutical & Hygienic Mfg.co.,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,پخش هجرت,ایران,پنتوپرازول-شفا   کپسول انتریک کوتد خوراکی 40 mg,"PANTOPRAZOLE-SHAFA   CAPSULE, DELAYED RELEASE ORAL 40 mg","PANTOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 40 mg",PANTOPRAZOLE, 28 , 30 , 840 ," 4,620,000 ",10029,0,0,A02BC02,,
Marham Darou,مرهم دارو,مرهم دارو,پخش هجرت,ایران,زولپیدم   قرص خوراکی 10 mg,ZOLPIDEM   TABLET ORAL 10 mg,ZOLPIDEM TABLET ORAL 10 mg,ZOLPIDEM, 11 , 100 ," 1,100 "," 4,620,000 ",6028,0,0,N05CF02,,
Sobhandarou,سبحان دارو,سبحان دارو,پخش هجرت,ایران,سبانتیل   کپسول خوراکی 200 mg,SOBANTIL   CAPSULE ORAL 200 mg,FENOFIBRATE CAPSULE ORAL 200 mg,FENOFIBRATE, 23 , 50 ," 1,150 "," 4,600,000 ",5992,0,0,C10AB05,,
Actoverco,اکتوورکو,اکتوورکو,پخش هجرت,ایران,تیووکسا   قرص خوراکی 250 mg,TIVOXA   TABLET ORAL 250 mg,LEVOFLOXACIN TABLET ORAL 250 mg,LEVOFLOXACIN, 51 , 5 , 255 ," 4,467,600 ",6756,0,0,J01MA12,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,تین زودکس   قرص خوراکی 500 mg,TINZODEX   TABLET ORAL 500 mg,TINIDAZOLE TABLET ORAL 500 mg,TINIDAZOLE, 61 , 20 ," 1,220 "," 4,392,000 ",5279,0,0,P01AB02,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,دایمتیکون   کپسول حاوی مایع خوراکی 125 mg,"DIMETHICONE   CAPSULE, LIQUID FILLED ORAL 125 mg","SIMETHICONE (DIMETHICONE ACTIVATED) CAPSULE, LIQUID FILLED ORAL 125 mg",SIMETHICONE (DIMETHICONE ACTIVATED), 57 , 30 ," 1,710 "," 4,275,000 ",10541,1,0,A07D,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,کاپتوپریل   قرص خوراکی 50 mg,CAPTOPRIL   TABLET ORAL 50 mg,CAPTOPRIL TABLET ORAL 50 mg,CAPTOPRIL, 18 , 100 ," 1,800 "," 4,140,000 ",206,0,0,C09AA01,,
Marham Darou,مرهم دارو,مرهم دارو,پخش هجرت,ایران,ایمی پرامین   قرص خوراکی 25 mg,IMIPRAMINE   TABLET ORAL 25 mg,IMIPRAMINE HYDROCHLORIDE TABLET ORAL 25 mg,IMIPRAMINE HYDROCHLORIDE, 23 , 100 ," 2,300 "," 4,140,000 ",665,0,0,N06AA02,,
Tasnim Pharmaceutical,دارو سازی تسنیم,دارو سازی تسنیم,پخش هجرت,ایران,تاسیکر   قرص خوراکی 10 mg,TASICARE   TABLET ORAL 10 mg,SOLIFENACIN SUCCINATE TABLET ORAL 10 mg,SOLIFENACIN SUCCINATE, 18 , 30 , 540 ," 3,979,500 ",7559,0,0,G04BD08,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,آریپیفای   قرص خوراکی 15 mg,ARIPIFY   TABLET ORAL 15 mg,ARIPIPRAZOLE TABLET ORAL 15 mg,ARIPIPRAZOLE, 60 , 30 ," 1,800 "," 3,888,000 ",5521,0,0,N05AX12,,
Daana Pharma,داروسازی دانا,داروسازی دانا,پخش هجرت,ایران,آب سترون برای تزریق   تزریقی پرنترال 5 mL  mL,STERILE WATER FOR INJECTION   INJECTION PARENTERAL 5 mL  mL,WATER INJECTION PARENTERAL 5 mL,WATER, 5 , 50 , 250 ," 3,625,000 ",1311,0,0,V07,,
Behsa Pharmaceutical,داروسازی بهسا,داروسازی بهسا,پخش هجرت,ایران,دکسپانتنول بهسا   کرم موضعی 5 % 30 g,DEXPANTHENOL BEHSA   CREAM TOPICAL 5 % 30 g,DEXPANTHENOL CREAM TOPICAL 5 % 30 g,DEXPANTHENOL, 60 , 1 , 60 ," 3,600,000 ",403,0,0,D03AX03,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,نالیدکس   قرص خوراکی 500 mg,NALIDEX   TABLET ORAL 500 mg,NALIDIXIC ACID TABLET ORAL 500 mg,NALIDIXIC ACID, 10 , 100 ," 1,000 "," 3,500,000 ",881,0,0,J01MB02,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش هجرت,ایران,دایمتیکون   کپسول حاوی مایع خوراکی 180 mg,"DIMETHICONE   CAPSULE, LIQUID FILLED ORAL 180 mg","SIMETHICONE (DIMETHICONE ACTIVATED) CAPSULE, LIQUID FILLED ORAL 180 mg",SIMETHICONE (DIMETHICONE ACTIVATED), 35 , 30 ," 1,050 "," 3,360,000 ",19949,1,0,A07D,,
Icn Polfa Rzeszw Sa,درمان یاب دارو,Meda Pharma Gmbh & Co. Kg,پخش هجرت,لهستان,افودیکس   کرم موضعی 5 % 20 g,EFUDIX   CREAM TOPICAL 5 % 20 g,FLUOROURACIL CREAM TOPICAL 5 % 20 g,FLUOROURACIL, 5 , 1 , 5 ," 3,140,000 ",549,0,0,L01BC02,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش هجرت,ایران,کارودیلول   قرص خوراکی 6.25 mg,CARVEDILOL   TABLET ORAL 6.25 mg,CARVEDILOL TABLET ORAL 6.25 mg,CARVEDILOL, 71 , 30 ," 2,130 "," 3,088,500 ",2475,0,0,C07AG02,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش هجرت,ایران,راویزون   کرم موضعی 0.1 % 15 g,RAVISON   CREAM TOPICAL 0.1 % 15 g,MOMETASONE FUROATE CREAM TOPICAL 0.1 % 15 g,MOMETASONE FUROATE, 47 , 1 , 47 ," 3,055,000 ",51858,0,0,D07AC13,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش هجرت,ایران,زاریوان   قرص خوراکی 20 mg,XARIVAN   TABLET ORAL 20 mg,RIVAROXABAN TABLET ORAL 20 mg,RIVAROXABAN, 3 , 28 , 84 ," 3,007,200 ",22856,0,0,B01AF01,,
Alhavi,الحاوی,الحاوی,پخش هجرت,ایران,مبریکس   قرص خوراکی 135 mg,MEBERIX   TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE, 19 , 30 , 570 ," 2,679,000 ",787,0,0,A03AA04,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش هجرت,ایران,سرترالین   قرص خوراکی 100 mg,SERTRALINE   TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE), 16 , 30 , 480 ," 2,640,000 ",1897,0,0,N06AB06,,
Zagros Darou Parsian,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,پخش هجرت,ایران,زاگرو-پین   قرص خوراکی 300 mg/15 mg/15 mg,ZAGRO-PAIN   TABLET ORAL 300 mg/15 mg/15 mg,ACETAMINOPHEN / CAFFEINE / CODEINE PHOSPHATE TABLET ORAL 300 mg/15 mg/15 mg,ACETAMINOPHEN / CAFFEINE / CODEINE PHOSPHATE, 15 , 30 , 450 ," 2,340,000 ",52159,0,0,N02BE51,,
Sobhandarou,سبحان دارو,سبحان دارو,پخش هجرت,ایران,دی پیریدامول   قرص خوراکی 75 mg,DIPYRIDAMOLE   TABLET ORAL 75 mg,DIPYRIDAMOLE TABLET ORAL 75 mg,DIPYRIDAMOLE, 5 , 100 , 500 ," 2,150,000 ",461,0,0,B01AC07,,
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش هجرت,ایران,فولیگنان   پودر برای تهیه محلول تزریقی پرنترال 5000 [iU]  [iU],"FOLIGNAN   INJECTION, POWDER, FOR SOLUTION PARENTERAL 5000 [iU]  [iU]","CHORIONIC GONADOTROPHIN (HUMAN) INJECTION, POWDER, FOR SOLUTION PARENTERAL 5000 [iU]",CHORIONIC GONADOTROPHIN (HUMAN), 1 , 5 , 5 ," 2,100,000 ",286,0,1,G03GA01,,
Daana Pharma,داروسازی دانا,داروسازی دانا,پخش هجرت,ایران,زاکسیم   پودر برای تهیه سوسپانسیون   خوراکی 100 mg/5 mL 100 mL,"ZAXIME   POWDER, FOR SUSPENSION ORAL 100 mg/5 mL 100 mL","CEFIXIME POWDER, FOR SUSPENSION ORAL 100 mg/5 mL 100 mL",CEFIXIME, 20 , 1 , 20 ," 1,880,000 ",2419,0,0,J01DD08,,
Kedrion,بهستان دارو,Kedrion,پخش هجرت,ایتالیا,اومن آلبومین   محلول تزریقی پرنترال 20 % 50 g,"UMAN ALBUMIN   INJECTION, SOLUTION PARENTERAL 20 % 50 g","ALBUMIN (HUMAN) INJECTION, SOLUTION PARENTERAL 20 % 50 mL",ALBUMIN (HUMAN), 1 , 1 , 1 ," 1,849,000 ",27,0,1,B05AA01,,
