,Unnamed: 0,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,preprocessed_index
62213,62213,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,موکولین   محلول خوراکی 4 mg/5ml 60 ml,62213
62214,62214,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,موکولین   محلول خوراکی 4 mg/5ml 60 ml,62214
62215,62215,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,بوسپیرون   قرص خوراکی 5 mg,62215
62216,62216,رامو فارمین,رامو فارمین,مکتاف,ایران,پکتورامین-سی   شربت خوراکی 100 mg/30 mg/10 mg/5 ml 60 ml,62216
62217,62217,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,تولیدین   محلول موضعی 10 % 60 ml,62217
62218,62218,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,لورازپام   قرص خوراکی 2 mg,62218
62219,62219,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,لورازپام   قرص خوراکی 2 mg,62219
62220,62220,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,لورازپام   قرص خوراکی 2 mg,62220
62221,62221,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,سفازولین   پودر برای تهیه محلول تزریقی پرنترال 1 g  g,62221
62222,62222,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,دیازپام   قرص خوراکی 5 mg,62222
62223,62223,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,دیازپام   قرص خوراکی 5 mg,62223
62224,62224,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,دیازپام   قرص خوراکی 5 mg,62224
62225,62225,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,هیدروکورتیزون   کرم موضعی 1 % 15 g,62225
62226,62226,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,مکتاف,ایران,سلکوکسیب-شفا   کپسول خوراکی 200 mg,62226
62227,62227,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,اکسپکتورانت   شربت خوراکی 100 mg/2 mg/30 mg/5ml 60 ml,62227
62228,62228,اوکسین داروی وشت,اوکسین داروی وشت,مکتاف,ایران,پدی تایل   سوسپانسیون خوراکی /5ml 60 ml,62228
62229,62229,اوکسین داروی وشت,اوکسین داروی وشت,مکتاف,ایران,پدی تایل   سوسپانسیون خوراکی /5ml 60 ml,62229
62230,62230,اوکسین داروی وشت,اوکسین داروی وشت,مکتاف,ایران,پدی تایل   سوسپانسیون خوراکی /5ml 60 ml,62230
62231,62231,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,لاموتریژین   قرص خوراکی 100 mg,62231
62232,62232,مهردارو,مهردارو,مکتاف,ایران,استامینوفن/کدئین   قرص خوراکی 300 mg/20 mg,62232
62233,62233,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,دروکانتین® 2/6 بلیستر   قرص پیوسته رهش خوراکی 2.6 mg,62233
62234,62234,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,دروکانتین® 2/6 بلیستر   قرص پیوسته رهش خوراکی 2.6 mg,62234
62235,62235,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,دروکانتین® 2/6 بلیستر   قرص پیوسته رهش خوراکی 2.6 mg,62235
62236,62236,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,دروکانتین® 2/6 بلیستر   قرص پیوسته رهش خوراکی 2.6 mg,62236
62237,62237,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,متفورمین   قرص خوراکی 1000 mg,62237
62238,62238,داروسازی ثنامد,داروسازی ثنامد,مکتاف,ایران,نودیاکس   قرص خوراکی 1000 mg,62238
62239,62239,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,دگزامتازون   تزریقی پرنترال 4 mg/1ml 2 ml,62239
62240,62240,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,دگزامتازون   تزریقی پرنترال 4 mg/1ml 2 ml,62240
62241,62241,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ایندوساپ   شیاف مقعدی 100 mg,62241
62242,62242,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ایندوساپ   شیاف مقعدی 100 mg,62242
62243,62243,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ایندوساپ   شیاف مقعدی 100 mg,62243
62244,62244,صنعتی کیمیدارو,,مکتاف,ایران,زولپیدم 10   قرص خوراکی 10 mg,62244
62245,62245,صنعتی کیمیدارو,,مکتاف,ایران,گلی بنکلامید 5   قرص خوراکی 5 mg,62245
62246,62246,صنعتی کیمیدارو,,مکتاف,ایران,گلی بنکلامید 5   قرص خوراکی 5 mg,62246
62247,62247,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,پرگابین   کپسول خوراکی 75 mg,62247
62248,62248,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,اریترومایسین   قرص خوراکی 400 mg,62248
62249,62249,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,اریترومایسین   قرص خوراکی 400 mg,62249
62250,62250,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,اریترومایسین   قرص خوراکی 400 mg,62250
62251,62251,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,اریترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 100 ml,62251
62252,62252,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,اریترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 100 ml,62252
62253,62253,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,اریترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 100 ml,62253
62254,62254,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,فلوکونازول   قرص خوراکی 100 mg,62254
62255,62255,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,فلوکونازول   قرص خوراکی 100 mg,62255
62256,62256,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,مترونیدازول   قرص خوراکی 500 mg,62256
62257,62257,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,مترونیدازول   قرص خوراکی 500 mg,62257
62258,62258,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,والسارتان   قرص خوراکی 80 mg,62258
62259,62259,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,سفیکسیم   قرص خوراکی 200 mg,62259
62260,62260,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,دیازپام   قرص خوراکی 2 mg,62260
62261,62261,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,دیازپام   قرص خوراکی 2 mg,62261
62262,62262,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,دیازپام   قرص خوراکی 2 mg,62262
62263,62263,الحاوی,الحاوی,مکتاف,ایران,کتوتیفن-الحاوی   قرص خوراکی 1 mg,62263
62264,62264,مهردارو,مهردارو,مکتاف,ایران,استازولامید   قرص خوراکی 250 mg,62264
62265,62265,مهردارو,مهردارو,مکتاف,ایران,استازولامید   قرص خوراکی 250 mg,62265
62266,62266,گیلارانکو,گیلارانکو,مکتاف,ایران,آیوروکا   لوسیون موضعی 0.5 % 120 g,62266
62267,62267,صنعتی کیمیدارو,,مکتاف,ایران,مترونیدازول 250   قرص خوراکی 250 mg,62267
62268,62268,صنعتی کیمیدارو,,مکتاف,ایران,مترونیدازول 250   قرص خوراکی 250 mg,62268
62269,62269,ایران دارو,ایران دارو,مکتاف,ایران,تریامسینولون ان ان   پماد موضعی 1 mg/2.5 mg/100000 [iu]/1g 15 g,62269
62270,62270,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,تینیدازول   قرص خوراکی 500 mg,62270
62271,62271,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,تینیدازول   قرص خوراکی 500 mg,62271
62272,62272,تولید مواد داروئی درسا دارو,,مکتاف,ایران,مونته لوکاست 5   قرص جویدنی خوراکی 5 mg,62272
62273,62273,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,آلومینیوم ام جی اس   قرص جویدنی خوراکی 200 mg/200 mg/25 mg,62273
62274,62274,رامو فارمین,رامو فارمین,مکتاف,ایران,گایافنزین   شربت خوراکی 100 mg/5ml 60 ml,62274
62275,62275,رامو فارمین,رامو فارمین,مکتاف,ایران,گایافنزین   شربت خوراکی 100 mg/5ml 60 ml,62275
62276,62276,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,پنتوپرازول   قرص انتریک کوتد خوراکی 40 mg,62276
62277,62277,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,پنتوپرازول   قرص انتریک کوتد خوراکی 40 mg,62277
62278,62278,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,مگاکورت   لوسیون موضعی 0.1 % 20 ml,62278
62279,62279,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,سیمبالتین   کپسول انتریک کوتد خوراکی 30 mg,62279
62280,62280,فارماشیمی,فارماشیمی,مکتاف,ایران,اندانسترون   قرص خوراکی 4 mg,62280
62281,62281,فارماشیمی,فارماشیمی,مکتاف,ایران,اندانسترون   قرص خوراکی 4 mg,62281
62282,62282,فارماشیمی,فارماشیمی,مکتاف,ایران,اندانسترون   قرص خوراکی 4 mg,62282
62283,62283,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,موبیفارم   قرص خوراکی 15 mg,62283
62284,62284,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,موبیفارم   قرص خوراکی 15 mg,62284
62285,62285,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,موبیفارم   قرص خوراکی 15 mg,62285
62286,62286,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,سفیکسیم   پودر برای تهیه سوسپانسیون   خوراکی 100 mg/5 ml 50 ml,62286
62287,62287,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,دی سیکلومین   الگزیر خوراکی 10 mg/5ml 60 ml,62287
62288,62288,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,دی سیکلومین   الگزیر خوراکی 10 mg/5ml 60 ml,62288
62289,62289,فارماشیمی,فارماشیمی,مکتاف,ایران,بیزوپرولول   قرص خوراکی 5 mg,62289
62290,62290,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,هیوسین-ان-بوتیل بروماید   قرص خوراکی 10 mg,62290
62291,62291,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,هیوسین-ان-بوتیل بروماید   قرص خوراکی 10 mg,62291
62292,62292,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,هیوسین-ان-بوتیل بروماید   قرص خوراکی 10 mg,62292
62293,62293,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,متفورمین   قرص خوراکی 500 mg,62293
62294,62294,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,اندانسترون   محلول خوراکی 4 mg/5ml 60 ml,62294
62295,62295,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,اندانسترون   محلول خوراکی 4 mg/5ml 60 ml,62295
62296,62296,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,اندانسترون   محلول خوراکی 4 mg/5ml 60 ml,62296
62297,62297,داروسازی امین,داروسازی امین,مکتاف,ایران,کارباکوت   قرص خوراکی 500 mg,62297
62298,62298,داروسازی امین,داروسازی امین,مکتاف,ایران,کارباکوت   قرص خوراکی 500 mg,62298
62299,62299,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,مکتاف,ایران,کلوپیدوگرل-شفا   قرص خوراکی 75 mg,62299
62300,62300,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,سالبوتامول   شربت خوراکی 2 mg/5ml 120 ml,62300
62301,62301,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,سالبوتامول   شربت خوراکی 2 mg/5ml 120 ml,62301
62302,62302,مهردارو,مهردارو,مکتاف,ایران,کلرفنیرامین   قرص خوراکی 4 mg,62302
62303,62303,مهردارو,مهردارو,مکتاف,ایران,کلرفنیرامین   قرص خوراکی 4 mg,62303
62304,62304,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,لیپوسولوین   کپسول خوراکی 200 mg,62304
62305,62305,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,تئوفیلین-جی    محلول خوراکی 50 mg/30 mg/5ml 120 ml,62305
62306,62306,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,اسوه-ویتامین ب کمپلکس   تزریقی پرنترال 5 mg/2 mg/2 mg/3 mg/20 mg/1ml 2 ml,62306
62307,62307,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,اس امپرازول    قرص انتریک کوتد خوراکی 20 mg,62307
62308,62308,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,اس امپرازول    قرص انتریک کوتد خوراکی 20 mg,62308
62309,62309,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,هیدروکلروتیازید   قرص خوراکی 50 mg,62309
62310,62310,صنعتی کیمیدارو,,مکتاف,ایران,زیتروکم® 200   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 15,62310
62311,62311,صنعتی کیمیدارو,,مکتاف,ایران,زیتروکم® 200   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 15,62311
62312,62312,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,لووفلوکساسین   قرص خوراکی 500 mg,62312
62313,62313,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,لووفلوکساسین   قرص خوراکی 500 mg,62313
62314,62314,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,لووفلوکساسین   قرص خوراکی 500 mg,62314
62315,62315,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,کلردیازپوکساید   قرص خوراکی 5 mg,62315
62316,62316,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,کلردیازپوکساید   قرص خوراکی 5 mg,62316
62317,62317,صنعتی کیمیدارو,,مکتاف,ایران,دایمتیکون (فعال شده)   سوسپانسیون، قطره خوراکی 40 mg/1ml 30,62317
62318,62318,ایران دارو,ایران دارو,مکتاف,ایران,داکسی سیکلین   کپسول خوراکی 100 mg,62318
62319,62319,ایران دارو,ایران دارو,مکتاف,ایران,داکسی سیکلین   کپسول خوراکی 100 mg,62319
62320,62320,الحاوی,الحاوی,مکتاف,ایران,اکسپکتورانت کدئین-الحاوی   شربت خوراکی 100 mg/30 mg/10 mg/5 ml 60 ml,62320
62321,62321,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ایندوساپ   شیاف مقعدی 50 mg,62321
62322,62322,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ایندوساپ   شیاف مقعدی 50 mg,62322
62323,62323,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ایندوساپ   شیاف مقعدی 50 mg,62323
62324,62324,صنعتی کیمیدارو,,مکتاف,ایران,افلوکساسین 200   قرص خوراکی 200 mg,62324
62325,62325,صنعتی کیمیدارو,,مکتاف,ایران,افلوکساسین 200   قرص خوراکی 200 mg,62325
62326,62326,رامو فارمین,رامو فارمین,مکتاف,ایران,ستیریزین    قرص خوراکی 10 mg,62326
62327,62327,گیلارانکو,گیلارانکو,مکتاف,ایران,کلوبتازول-گیلارانکو   کرم موضعی 0.05 % 15 g,62327
62328,62328,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,پروستام   کپسول پیوسته رهش خوراکی 0.4 mg,62328
62329,62329,داروسازی امین,داروسازی امین,مکتاف,ایران,کیدی کلد   شربت خوراکی 0.67 mg/10 mg/5ml 60 ml,62329
62330,62330,رامو فارمین,رامو فارمین,مکتاف,ایران,دکسترورامین   شربت خوراکی 15 mg/5ml 60 ml,62330
62331,62331,صنعتی کیمیدارو,,مکتاف,ایران,دایجستیو   قرص انتریک کوتد خوراکی 40 mg/6000 [iu]/10500 [iu]/600 [iu],62331
62332,62332,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,لوزارتان   قرص خوراکی 25 mg,62332
62333,62333,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,آنتی هموروئید   شیاف مقعدی 60 mg/5 mg/50 mg/400 mg,62333
62334,62334,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,آتورواستاتین   قرص خوراکی 20 mg,62334
62335,62335,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,رابپرازول   قرص انتریک کوتد خوراکی 20 mg,62335
62336,62336,فارماشیمی,فارماشیمی,مکتاف,ایران,سیلدنافیل   قرص خوراکی 100 mg,62336
62337,62337,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,آملودیپین   قرص خوراکی 5 mg,62337
62338,62338,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,رینیزین   قرص خوراکی 10 mg,62338
62339,62339,مهردارو,مهردارو,مکتاف,ایران,ایزوکسوپورین   قرص خوراکی 10 mg,62339
62340,62340,مهردارو,مهردارو,مکتاف,ایران,ایزوکسوپورین   قرص خوراکی 10 mg,62340
62341,62341,صنعتی کیمیدارو,,مکتاف,ایران,افلوکساسین 300   قرص خوراکی 300 mg,62341
62342,62342,صنعتی کیمیدارو,,مکتاف,ایران,افلوکساسین 300   قرص خوراکی 300 mg,62342
62343,62343,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,تری فلوئوپرازین   تزریقی عضلانی 1 mg/1ml  ml,62343
62344,62344,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,تری فلوئوپرازین   تزریقی عضلانی 1 mg/1ml  ml,62344
62345,62345,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,تری فلوئوپرازین   تزریقی عضلانی 1 mg/1ml  ml,62345
62346,62346,ایران دارو,ایران دارو,مکتاف,ایران,تریامترن-اچ   قرص خوراکی 50 mg/25 mg,62346
62347,62347,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,متوکاربامول   تزریقی پرنترال 100 mg/1ml 10 ml,62347
62348,62348,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,داپوکستین   قرص خوراکی 30 mg,62348
62349,62349,رامو فارمین,رامو فارمین,مکتاف,ایران,پکتورامین   شربت خوراکی 100 mg/2 mg/30 mg/5ml 60 ml,62349
62350,62350,فارماشیمی,فارماشیمی,مکتاف,ایران,استامینوفن   شیاف مقعدی 325 mg,62350
62351,62351,فارماشیمی,فارماشیمی,مکتاف,ایران,استامینوفن   شیاف مقعدی 325 mg,62351
62352,62352,فارماشیمی,فارماشیمی,مکتاف,ایران,استامینوفن   شیاف مقعدی 325 mg,62352
62353,62353,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,آموکسی سیلین   پودر برای تهیه سوسپانسیون   خوراکی 125 mg/5ml 100 ml,62353
62354,62354,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,آموکسی سیلین   پودر برای تهیه سوسپانسیون   خوراکی 125 mg/5ml 100 ml,62354
62355,62355,داروسازی ثنامد,داروسازی ثنامد,مکتاف,ایران,کوئتیاپین - ثنامد   قرص خوراکی 25 mg,62355
62356,62356,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,دلوکستین   کپسول انتریک کوتد خوراکی 30 mg,62356
62357,62357,فارماشیمی,فارماشیمی,مکتاف,ایران,متفورمین   قرص خوراکی 1000 mg,62357
62358,62358,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,مگافن   کپسول خوراکی 325 mg/40 mg/200 mg,62358
62359,62359,داروسازی ثنامد,داروسازی ثنامد,مکتاف,ایران,والسارتان-ثنامد   قرص خوراکی 160 mg,62359
62360,62360,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,تادالافیل   قرص خوراکی 20 mg,62360
62361,62361,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ملوکسیکام   قرص خوراکی 15 mg,62361
62362,62362,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ملوکسیکام   قرص خوراکی 15 mg,62362
62363,62363,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,ملوکسیکام   قرص خوراکی 15 mg,62363
62364,62364,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,سوختگی   پماد موضعی 30 %/50 % 30 g,62364
62365,62365,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,لنسیدر   کپسول انتریک کوتد خوراکی 30 mg,62365
62366,62366,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,رپاگلیناید   قرص خوراکی 0.5 mg,62366
62367,62367,رامو فارمین,رامو فارمین,مکتاف,ایران,سودوافدرین   شربت خوراکی 30 mg/5ml 60 mm,62367
62368,62368,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,لیپیکات   قرص خوراکی 40 mg,62368
62369,62369,صنعتی کیمیدارو,,مکتاف,ایران,زولپیدم 5   قرص خوراکی 5 mg,62369
62370,62370,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,بیزاکودیل   شیاف مقعدی 10 mg,62370
62371,62371,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,بیزاکودیل   شیاف مقعدی 10 mg,62371
62372,62372,رامو فارمین,رامو فارمین,مکتاف,ایران,تئوفیلین-جی   محلول خوراکی 50 mg/30 mg/5ml 120 ml,62372
62373,62373,داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),مکتاف,ایران,پرگابالین   کپسول خوراکی 75 mg,62373
62374,62374,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,لوزارتان   قرص خوراکی 50 mg,62374
62375,62375,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,اسوه-سیناریزین   قرص خوراکی 75 mg,62375
62376,62376,رامو فارمین,رامو فارمین,مکتاف,ایران,ستیریزین    قرص خوراکی 5 mg,62376
62377,62377,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,دیکلوفناک   شیاف مقعدی 100 mg,62377
62378,62378,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,دیکلوفناک   شیاف مقعدی 100 mg,62378
62379,62379,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,دیکلوفناک   شیاف مقعدی 100 mg,62379
62380,62380,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,میگرستاپ   قرص خوراکی 50 mg,62380
62381,62381,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,میگرستاپ   قرص خوراکی 50 mg,62381
62382,62382,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,میگرستاپ   قرص خوراکی 50 mg,62382
62383,62383,دارو سازی اسوه,دارو سازی اسوه,مکتاف,ایران,میگرستاپ   قرص خوراکی 50 mg,62383
62384,62384,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,والسارتان   قرص خوراکی 160 mg,62384
62385,62385,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,سوتالول   قرص خوراکی 80 mg,62385
62386,62386,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,سوتالول   قرص خوراکی 80 mg,62386
62387,62387,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,اریترومایسین مدیفارم   ژل موضعی 2 % 30 g,62387
62388,62388,صنعتی کیمیدارو,,مکتاف,ایران,باکلوفن 25   قرص خوراکی 25 mg,62388
62389,62389,صنعتی کیمیدارو,,مکتاف,ایران,باکلوفن 25   قرص خوراکی 25 mg,62389
62390,62390,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,اس امپرازول    قرص انتریک کوتد خوراکی 40 mg,62390
62391,62391,داروسازی اوه سینا,داروسازی اوه سینا,مکتاف,ایران,اس امپرازول    قرص انتریک کوتد خوراکی 40 mg,62391
62392,62392,کیش مدیفارم,کیش مدیفارم,مکتاف,ایران,مگاکورت   پماد موضعی 0.1 % 15 g,62392
62393,62393,داروسازی ثنامد,داروسازی ثنامد,مکتاف,ایران,سیپروفلوکساسین-ثنامد   قرص خوراکی 250 mg,62393
62394,62394,داروسازی ثنامد,داروسازی ثنامد,مکتاف,ایران,سیپروفلوکساسین-ثنامد   قرص خوراکی 250 mg,62394
62395,62395,اوکسین داروی وشت,اوکسین داروی وشت,مکتاف,ایران,بیوتیکسین   محلول تزریقی عضلانی 5 mg/1ml 1 ml,62395
62396,62396,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,کلیندامایسین   کپسول خوراکی 150 mg,62396
62397,62397,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,کلیندامایسین   کپسول خوراکی 150 mg,62397
62398,62398,رامو فارمین,رامو فارمین,مکتاف,ایران,دکسترورامین-پی   شربت خوراکی 15 mg/30 mg/5ml  ml,62398
62399,62399,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,آلپزیل   قرص خوراکی 10 mg,62399
62400,62400,رامو فارمین,رامو فارمین,مکتاف,ایران,دیکلورامین   قرص انتریک کوتد خوراکی 25 mg,62400
62401,62401,رامو فارمین,رامو فارمین,مکتاف,ایران,دیکلورامین   قرص انتریک کوتد خوراکی 25 mg,62401
62402,62402,رامو فارمین,رامو فارمین,مکتاف,ایران,دیکلورامین   قرص انتریک کوتد خوراکی 25 mg,62402
62403,62403,داروسازی تولید دارو,داروسازی تولید دارو,مکتاف,ایران,لیپوسولوین   کپسول خوراکی 100 mg,62403
62404,62404,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,مکتاف,ایران,سرترالین   قرص خوراکی 50 mg,62404
62405,62405,صنعتی کیمیدارو,,مکتاف,ایران,لوواستاتین 20   قرص خوراکی 20 mg,62405
62406,62406,صنعتی کیمیدارو,صنعتی کیمیدارو,مکتاف,ایران,بتامتازون   تزریقی پرنترال 4 mg/1ml  ml,62406
