pharma_company,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,brand_name_en,generic_name_en,substance_name_en,atc_code
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,مونتکس   قرص جویدنی خوراکی 5 mg,"MONTEX   TABLET, CHEWABLE ORAL 5 mg","MONTELUKAST TABLET, CHEWABLE ORAL 5 mg",MONTELUKAST,R03DC03
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش مهبان دارو,ایران,ایپوستیگمین   تزریقی پرنترال 2.5 mg/1mL 1 mL,IPOSTIGMINE   INJECTION PARENTERAL 2.5 mg/1mL 1 mL,NEOSTIGMINE METHYLSULFATE INJECTION PARENTERAL 2.5 mg/1mL 1 mL,NEOSTIGMINE METHYLSULFATE,N07AA01
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,فلوکونازول   کپسول خوراکی 150 mg,FLUCONAZOLE   CAPSULE ORAL 150 mg,FLUCONAZOLE CAPSULE ORAL 150 mg,FLUCONAZOLE,J02AC01
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,جمی فلوکساسین   قرص خوراکی 320 mg,GEMIFLOXACIN   TABLET ORAL 320 mg,GEMIFLOXACIN TABLET ORAL 320 mg,GEMIFLOXACIN,J01MA15
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش مهبان دارو,ایران,تئومکس   کپسول روکشدار پیوسته رهش خوراکی 200 mg,"THEOMEX   CAPSULE, COATED, EXTENDED RELEASE ORAL 200 mg","THEOPHYLLINE CAPSULE, COATED, EXTENDED RELEASE ORAL 200 mg",THEOPHYLLINE,R03DA04
Soha Pharmaceutical Co.,دارو سازی سها,دارو سازی سها,پخش مهبان دارو,ایران,کتوکونازول سها   قرص خوراکی 200 mg,KETOCONAZOLE SOHA   TABLET ORAL 200 mg,KETOCONAZOLE TABLET ORAL 200 mg,KETOCONAZOLE,J02AB02
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,سیتاکسا   قرص خوراکی 40 mg,CITAXA   TABLET ORAL 40 mg,CITALOPRAM TABLET ORAL 40 mg,CITALOPRAM,N06AB04
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,پخش مهبان دارو,ایران,بتامتازون-عماد   پماد موضعی 0.1 % 15 g,BETAMETHASONE-EMAD   OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE) OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE),D07AC01
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,مترونیدازول   قرص خوراکی 500 mg,METRONIDAZOLE   TABLET ORAL 500 mg,METRONIDAZOLE TABLET ORAL 500 mg,METRONIDAZOLE,P01AB01
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,کوئتیاپین   قرص خوراکی 25 mg,QUETIAPINE   TABLET ORAL 25 mg,QUETIAPINE FUMARATE TABLET ORAL 25 mg,QUETIAPINE FUMARATE,N05AH04
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش مهبان دارو,ایران,ایپرانوز   اسپری با دوز اندازه گیری شده از راه بینی 42 ug/1{Puff}  mL,"IPRANOSE   SPRAY, METERED NASAL 42 ug/1{Puff}  mL","IPRATROPIUM BROMIDE SPRAY, METERED NASAL 42 ug/1{Puff}",IPRATROPIUM BROMIDE,R03BB01
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش مهبان دارو,ایران,مونته کیم   قرص جویدنی خوراکی 5 mg,"MONTEKIM   TABLET, CHEWABLE ORAL 5 mg","MONTELUKAST TABLET, CHEWABLE ORAL 5 mg",MONTELUKAST,R03DC03
Pars Darou,پارس دارو,پارس دارو,پخش مهبان دارو,ایران,لوتریبت   کرم موضعی 1 %/0.05 % 15 g,LOTRIBET   CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE),D07CC01
Donyaye Behdasht Labs.co,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش مهبان دارو,ایران,"متوکلوپرامید   محلول، قطره خوراکی 4 mg/1mL 15 mL","METOCLOPRAMIDE   SOLUTION, DROPS ORAL 4 mg/1mL 15 mL","METOCLOPRAMIDE HYDROCHLORIDE SOLUTION, DROPS ORAL 4 mg/1mL 15 mL",METOCLOPRAMIDE HYDROCHLORIDE,A03FA01
Donyaye Behdasht Labs.co,لابراتوار های دنیای بهداشت,لابراتوار های دنیای بهداشت,پخش مهبان دارو,ایران,سلسیوم   شامپو موضعی 2.5 % 150 mL,SELSIUM   SHAMPOO TOPICAL 2.5 % 150 mL,SELENIUM SULFIDE SHAMPOO TOPICAL 2.5 % 150 mL,SELENIUM SULFIDE,D01AE13
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش مهبان دارو,ایران,کاردیول   قرص خوراکی 6.25 mg,CARDIOL   TABLET ORAL 6.25 mg,CARVEDILOL TABLET ORAL 6.25 mg,CARVEDILOL,C07AG02
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش مهبان دارو,ایران,لوسیژر   قرص خوراکی 500 mg,LEVESEIZURE   TABLET ORAL 500 mg,LEVETIRACETAM TABLET ORAL 500 mg,LEVETIRACETAM,N03AX14
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,بی بتا   قرص خوراکی 2.5 mg,BIBETA   TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE,C07AB07
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,بیزاکودیل   شیاف مقعدی 5 mg,BISACODYL   SUPPOSITORY RECTAL 5 mg,BISACODYL SUPPOSITORY RECTAL 5 mg,BISACODYL,A06AB02
Pharmachemie,فارماشیمی,فارماشیمی,پخش مهبان دارو,ایران,بیزاکودیل   شیاف مقعدی 5 mg,BISACODYL   SUPPOSITORY RECTAL 5 mg,BISACODYL SUPPOSITORY RECTAL 5 mg,BISACODYL,A06AB02
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش مهبان دارو,ایران,آلزاکیم   قرص خوراکی 5 mg,ALZAKIM   TABLET ORAL 5 mg,DONEPEZIL HYDROCHLORIDE TABLET ORAL 5 mg,DONEPEZIL HYDROCHLORIDE,N06DA02
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش مهبان دارو,ایران,سوتالول   قرص خوراکی 80 mg,SOTALOL   TABLET ORAL 80 mg,SOTALOL HYDROCHLORIDE TABLET ORAL 80 mg,SOTALOL HYDROCHLORIDE,C07AA07
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,اکسی توسین   تزریقی پرنترال 10 U/1mL  mL,OXYTOCIN   INJECTION PARENTERAL 10 U/1mL  mL,OXYTOCIN INJECTION PARENTERAL 10 U/1mL,OXYTOCIN,H01BB02
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش مهبان دارو,ایران,پروفام   قرص خوراکی 5 mg,PROFUM   TABLET ORAL 5 mg,BISOPROLOL FUMARATE TABLET ORAL 5 mg,BISOPROLOL FUMARATE,C07AB07
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,پخش مهبان دارو,ایران,الوکوماد   کرم موضعی 0.1 % 30 g,ELOCOMAD   CREAM TOPICAL 0.1 % 30 g,MOMETASONE FUROATE CREAM TOPICAL 0.1 % 30 g,MOMETASONE FUROATE,D07AC13
Pars Darou,پارس دارو,پارس دارو,پخش مهبان دارو,ایران,لووفلوکساسین   قرص خوراکی 500 mg,LEVOFLOXACIN   TABLET ORAL 500 mg,LEVOFLOXACIN TABLET ORAL 500 mg,LEVOFLOXACIN,J01MA12
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,لووفلوکساسین   قرص خوراکی 500 mg,LEVOFLOXACIN   TABLET ORAL 500 mg,LEVOFLOXACIN TABLET ORAL 500 mg,LEVOFLOXACIN,J01MA12
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,هیدروکینون   کرم موضعی 4 % 30 g,HYDROQUINONE   CREAM TOPICAL 4 % 30 g,HYDROQUINONE CREAM TOPICAL 4 % 30 g,HYDROQUINONE,D11AX11
Pharmachemie,فارماشیمی,فارماشیمی,پخش مهبان دارو,ایران,کلیندانال   کرم واژینال 2 % 40 g,CLINDANAL   CREAM VAGINAL 2 % 40 g,CLINDAMYCIN (AS PHOSPHATE) CREAM VAGINAL 2 % 40 g,CLINDAMYCIN (AS PHOSPHATE),G01AA10
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش مهبان دارو,ایران,آمیوفارم   قرص خوراکی 200 mg,AMIOPHARM   TABLET ORAL 200 mg,AMIODARONE HYDROCHLORIDE TABLET ORAL 200 mg,AMIODARONE HYDROCHLORIDE,C01BD01
Novo Nordisk,یارا طب خاورمیانه,Novo Nordisk,پخش مهبان دارو,برزیل,نوورپید   محلول تزریقی پرنترال 100 [iU]/1mL 3 mm,"NOVORAPID   INJECTION, SOLUTION PARENTERAL 100 [iU]/1mL 3 mm","INSULIN ASPART INJECTION, SOLUTION PARENTERAL 100 [iU]/1mL 3 mL",INSULIN ASPART,a10ab05
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,گاباکس   کپسول خوراکی 300 mg,GABAX   CAPSULE ORAL 300 mg,GABAPENTIN CAPSULE ORAL 300 mg,GABAPENTIN,N03AX12
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,کلاریکم   پودر برای تهیه سوسپانسیون   خوراکی 125 mg/5 mL 100 mL,"CLARICHEM   POWDER, FOR SUSPENSION ORAL 125 mg/5 mL 100 mL","CLARITHROMYCIN POWDER, FOR SUSPENSION ORAL 125 mg/5 mL 100 mL",CLARITHROMYCIN,J01FA09
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش مهبان دارو,ایران,دپادیک   تزریقی پرنترال 40 mg/1mL 5 mL,DOPADIC   INJECTION PARENTERAL 40 mg/1mL 5 mL,DOPAMINE HYDROCHLORIDE INJECTION PARENTERAL 40 mg/1mL 5 mL,DOPAMINE HYDROCHLORIDE,C01CA04
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,پروفینیل   قرص خوراکی 100 mg,PROFINIL   TABLET ORAL 100 mg,MODAFINIL TABLET ORAL 100 mg,MODAFINIL,N06BA07
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,کلوبیتان   پماد موضعی 0.05 % 15 g,CLOBITAN   OINTMENT TOPICAL 0.05 % 15 g,CLOBETASOL PROPIONATE OINTMENT TOPICAL 0.05 % 15 g,CLOBETASOL PROPIONATE,D07AD01
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,فوروزماید   قرص خوراکی 40 mg,FUROSEMIDE   TABLET ORAL 40 mg,FUROSEMIDE TABLET ORAL 40 mg,FUROSEMIDE,C03CA01
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,زیبرانت   قرص خوراکی 100 mg,ZYBRANT   TABLET ORAL 100 mg,BUPROPION HYDROCHLORIDE TABLET ORAL 100 mg,BUPROPION HYDROCHLORIDE,N06AX12
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش مهبان دارو,ایران,کو-آموکسی کلاو   قرص خوراکی 250 mg/125 mg,CO-AMOXICLAV   TABLET ORAL 250 mg/125 mg,CO-AMOXICLAV TABLET ORAL 250 mg/125 mg,CO-AMOXICLAV,J01CR02
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,آمی تریپتیلین   قرص خوراکی 50 mg,AMITRIPTYLINE   TABLET ORAL 50 mg,AMITRIPTYLINE HYDROCHLORIDE TABLET ORAL 50 mg,AMITRIPTYLINE HYDROCHLORIDE,N06AA09
Pharmachemie,فارماشیمی,فارماشیمی,پخش مهبان دارو,ایران,کلوتریمازول-فارما   کرم واژینال 2 % 20 g,CLOTRIMAZOLE-PHARMA   CREAM VAGINAL 2 % 20 g,CLOTRIMAZOLE CREAM VAGINAL 2 % 20 g,CLOTRIMAZOLE,G01AF02
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,گرانیسترون   قرص خوراکی 1 mg,GRANISETRON   TABLET ORAL 1 mg,GRANISETRON TABLET ORAL 1 mg,GRANISETRON,A04AA02
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,ژینکس   کپسول خوراکی 100 mg,GEANEX   CAPSULE ORAL 100 mg,PREGABALIN CAPSULE ORAL 100 mg,PREGABALIN,N03AX16
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش مهبان دارو,ایران,کلوبتازول-بهوزان   لوسیون موضعی 0.05 % 25 mL,CLOBETASOL-BEHVAZAN   LOTION TOPICAL 0.05 % 25 mL,CLOBETASOL PROPIONATE LOTION TOPICAL 0.05 % 25 mL,CLOBETASOL PROPIONATE,D07AD01
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,آلزانتین   قرص خوراکی 5 mg,ALZANTIN   TABLET ORAL 5 mg,MEMANTINE HYDROCHLORIDE TABLET ORAL 5 mg,MEMANTINE HYDROCHLORIDE,N06D
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,اگزازپام-سبحان   قرص خوراکی 10 mg,OXAZEPAM-SOBHAN   TABLET ORAL 10 mg,OXAZEPAM TABLET ORAL 10 mg,OXAZEPAM,N05BA04
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش مهبان دارو,ایران,آکینیدیک   تزریقی پرنترال 5 mg/1mL  mL,AKINIDIC   INJECTION PARENTERAL 5 mg/1mL  mL,BIPERIDEN LACTATE INJECTION PARENTERAL 5 mg/1mL,BIPERIDEN LACTATE,N04AA02
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,مترونیدازول   قرص خوراکی 250 mg,METRONIDAZOLE   TABLET ORAL 250 mg,METRONIDAZOLE TABLET ORAL 250 mg,METRONIDAZOLE,P01AB01
Mahban Darou,مهبان دارو,مهبان دارو,پخش مهبان دارو,ایران,سیتاگلیبان   قرص خوراکی 25 mg,SITAGLIBAN   TABLET ORAL 25 mg,SITAGLIPTIN (AS PHOSPHATE) TABLET ORAL 25 mg,SITAGLIPTIN (AS PHOSPHATE),A10BH01
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,زیبرانت   قرص خوراکی 75 mg,ZYBRANT   TABLET ORAL 75 mg,BUPROPION HYDROCHLORIDE TABLET ORAL 75 mg,BUPROPION HYDROCHLORIDE,
Donyaye Behdasht Labs.co,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش مهبان دارو,ایران,کلرفنیرآمین   شربت خوراکی 2 mg/5 mL 60 mL,CHLORPHENIRAMINE   SYRUP ORAL 2 mg/5 mL 60 mL,CHLORPHENIRAMINE MALEATE SYRUP ORAL 2 mg/5 mL 60 mL,CHLORPHENIRAMINE MALEATE,R06AB04
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,فبوکسوستات   قرص خوراکی 40 mg,FEBUXOSTAT   TABLET ORAL 40 mg,FEBUXOSTAT TABLET ORAL 40 mg,FEBUXOSTAT,M04AA03
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,پخش مهبان دارو,ایران,زینک اکسید عماد   پماد موضعی 25 % 30 g,ZINC OXIDE EMAD   OINTMENT TOPICAL 25 % 30 g,ZINC OXIDE OINTMENT TOPICAL 25 % 30 g,ZINC OXIDE,D02AB
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,لوواستاتین   قرص خوراکی 20 mg,LOVASTATIN   TABLET ORAL 20 mg,LOVASTATIN TABLET ORAL 20 mg,LOVASTATIN,C10AA02
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,کلیندامایسین   تزریقی پرنترال 150 mg/1mL 4 mL,CLINDAMYCIN   INJECTION PARENTERAL 150 mg/1mL 4 mL,CLINDAMYCIN (AS PHOSPHATE) INJECTION PARENTERAL 150 mg/1mL 4 mL,CLINDAMYCIN (AS PHOSPHATE),J01FF01
Pursina Pharmaceutical Co.,پور سینا,پور سینا,پخش مهبان دارو,ایران,سیتالوپرام   قرص خوراکی 20 mg,CITALOPRAM   TABLET ORAL 20 mg,CITALOPRAM TABLET ORAL 20 mg,CITALOPRAM,N06AB04
Mahban Darou,مهبان دارو,مهبان دارو,پخش مهبان دارو,ایران,اپلینون   قرص خوراکی 50 mg,EPLINON   TABLET ORAL 50 mg,EPLERENONE TABLET ORAL 50 mg,EPLERENONE,C03DA04
Pharmachemie,فارماشیمی,فارماشیمی,پخش مهبان دارو,ایران,آتنولول   قرص خوراکی 100 mg,ATENOLOL   TABLET ORAL 100 mg,ATENOLOL TABLET ORAL 100 mg,ATENOLOL,C07AB03
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش مهبان دارو,ایران,اریترومایسین   قرص خوراکی 200 mg,ERYTHROMYCIN   TABLET ORAL 200 mg,ERYTHROMYCIN TABLET ORAL 200 mg,ERYTHROMYCIN,J01FA01
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,تینیدازول   قرص خوراکی 500 mg,TINIDAZOLE   TABLET ORAL 500 mg,TINIDAZOLE TABLET ORAL 500 mg,TINIDAZOLE,P01AB02
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش مهبان دارو,ایران,لوراتکس   شربت خوراکی 5 mg/5 mL 60 mL,LORATEX   SYRUP ORAL 5 mg/5 mL 60 mL,LORATADINE SYRUP ORAL 5 mg/5 mL 60 mL,LORATADINE,R06AX13
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش مهبان دارو,ایران,گلیسرین-بهوزان   شیاف مقعدی 1 g,GLYCERIN-BEHVAZAN   SUPPOSITORY RECTAL 1 g,GLYCERIN SUPPOSITORY RECTAL 1 g,GLYCERIN,A06AG
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,پخش مهبان دارو,ایران,تریامسینولون-عماد   پماد موضعی 0.1 % 15 g,TRIAMCINOLONE-EMAD   OINTMENT TOPICAL 0.1 % 15 g,TRIAMCINOLONE ACETONIDE OINTMENT TOPICAL 0.1 % 15 g,TRIAMCINOLONE ACETONIDE,D07AB09
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,لاینسترنول   قرص خوراکی 0.5 mg,LYNESTRENOL   TABLET ORAL 0.5 mg,LYNESTRENOL TABLET ORAL 0.5 mg,LYNESTRENOL,G03AC02
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,ملوکسیکام-جالینوس   قرص خوراکی 7.5 mg,MELOXICAM-JALINOUS   TABLET ORAL 7.5 mg,MELOXICAM TABLET ORAL 7.5 mg,MELOXICAM,M01AC06
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش مهبان دارو,ایران,هالوپریدول   تزریقی پرنترال 5 mg/1mL  mL,HALOPERIDOL   INJECTION PARENTERAL 5 mg/1mL  mL,HALOPERIDOL (AS LACTATE) INJECTION PARENTERAL 5 mg/1mL,HALOPERIDOL (AS LACTATE),N05AD01
Soha Pharmaceutical Co.,دارو سازی سها,دارو سازی سها,پخش مهبان دارو,ایران,کلینداک سها   کپسول خوراکی 150 mg,CLINDAXOHA   CAPSULE ORAL 150 mg,CLINDAMYCIN (AS HYDROCHLORIDE) CAPSULE ORAL 150 mg,CLINDAMYCIN (AS HYDROCHLORIDE),J01FF01
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش مهبان دارو,ایران,دکوفزول   اسپری از راه بینی 0.05 % 15 mL,DECOFZOL   SPRAY NASAL 0.05 % 15 mL,NAPHAZOLINE HYDROCHLORIDE SPRAY NASAL 0.05 % 15 mL,NAPHAZOLINE HYDROCHLORIDE,R01AA08
Donyaye Behdasht Labs.co,لابراتوار های دنیای بهداشت,لابراتوار های دنیای بهداشت,پخش مهبان دارو,ایران,کونژستاپ   اسپری از راه بینی 0.05 % 20 mL,CONGESTOP   SPRAY NASAL 0.05 % 20 mL,OXYMETAZOLINE HYDROCHLORIDE SPRAY NASAL 0.05 % 20 mL,OXYMETAZOLINE HYDROCHLORIDE,S01GA04
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش مهبان دارو,ایران,اکسیدون   قرص خوراکی 5 mg,OXIDON   TABLET ORAL 5 mg,OXYCODONE HYDROCHLORIDE TABLET ORAL 5 mg,OXYCODONE HYDROCHLORIDE,N02AA05
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش مهبان دارو,ایران,پنتوپرازول   کپسول انتریک کوتد خوراکی 20 mg,"PANTOPRAZOLE   CAPSULE, DELAYED RELEASE ORAL 20 mg","PANTOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",PANTOPRAZOLE,A02BC02
Donyaye Behdasht Labs.co,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش مهبان دارو,ایران,"تریمیپرامین   محلول، قطره خوراکی 4 % 30 mL","TRIMIPRAMINE   SOLUTION, DROPS ORAL 4 % 30 mL","TRIMIPRAMINE (AS MALEATE) SOLUTION, DROPS ORAL 4 % 30 mL",TRIMIPRAMINE (AS MALEATE),N06AA06
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,لیپروز    قرص خوراکی 5 mg,LIPROZ   TABLET ORAL 5 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 5 mg,ROSUVASTATIN (AS CALCIUM),C10AA07
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,آلزانتین   قرص خوراکی 10 mg,ALZANTIN   TABLET ORAL 10 mg,MEMANTINE HYDROCHLORIDE TABLET ORAL 10 mg,MEMANTINE HYDROCHLORIDE,N06D
Behvazan Pharmaceutical,دارو سازی بهوزان,دارو سازی بهوزان,پخش مهبان دارو,ایران,آداپالن-بهوزان   کرم موضعی 0.1 % 30 g,ADAPALENE-BEHVAZAN   CREAM TOPICAL 0.1 % 30 g,ADAPALENE CREAM TOPICAL 0.1 % 30 g,ADAPALENE,D10AD03
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,آلپرازولام   قرص خوراکی 0.5 mg,ALPRAZOLAM   TABLET ORAL 0.5 mg,ALPRAZOLAM TABLET ORAL 0.5 mg,ALPRAZOLAM,N05BA12
Sobhandarou,سبحان دارو,سبحان دارو,پخش مهبان دارو,ایران,ونلاکسین   قرص خوراکی 37.5 mg,VENLAXIN   TABLET ORAL 37.5 mg,VENLAFAXINE TABLET ORAL 37.5 mg,VENLAFAXINE,N06AX16
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,پخش مهبان دارو,ایران,تریامسینولون-عماد   کرم موضعی 0.1 % 15 g,TRIAMCINOLONE-EMAD   CREAM TOPICAL 0.1 % 15 g,TRIAMCINOLONE ACETONIDE CREAM TOPICAL 0.1 % 15 g,TRIAMCINOLONE ACETONIDE,D07AB09
Pars Darou,پارس دارو,پارس دارو,پخش مهبان دارو,ایران,سرتافان   کرم موضعی 2 % 30 g,SERTAFUN   CREAM TOPICAL 2 % 30 g,SERTACONAZOLE NITRATE CREAM TOPICAL 2 % 30 g,SERTACONAZOLE NITRATE,D01AC14
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش مهبان دارو,ایران,کاربامازپین-جالینوس   قرص خوراکی 200 mg,CARBAMAZEPINE-JALINOUS   TABLET ORAL 200 mg,CARBAMAZEPINE TABLET ORAL 200 mg,CARBAMAZEPINE,N03AF01
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,پخش مهبان دارو,ایران,کلاریترومایسین   قرص خوراکی 250 mg,CLARITHROMYCIN   TABLET ORAL 250 mg,CLARITHROMYCIN TABLET ORAL 250 mg,CLARITHROMYCIN,J01FA09
Chemidarou,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش مهبان دارو,ایران,رپاگین   قرص خوراکی 2 mg,REPAGAIN   TABLET ORAL 2 mg,REPAGLINIDE TABLET ORAL 2 mg,REPAGLINIDE,A10BX02
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش مهبان دارو,ایران,متوکیم   قرص خوراکی 50 mg,METOKIM   TABLET ORAL 50 mg,METOPROLOL TARTRATE TABLET ORAL 50 mg,METOPROLOL TARTRATE,C07AB02
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش مهبان دارو,ایران,اگزکیم   کپسول خوراکی 1.5 mg,EXEKIM   CAPSULE ORAL 1.5 mg,RIVASTIGMINE (AS HYDROGEN TARTRATE) CAPSULE ORAL 1.5 mg,RIVASTIGMINE (AS HYDROGEN TARTRATE),N06DA03
Deltadarou,پارس بهروزان جم,پارس بهروزان جم,پخش مهبان دارو,ایران,لووکارنیت   محلول خوراکی 100 mg/1mL 10 mL,LEVOCARNIT   SOLUTION ORAL 100 mg/1mL 10 mL,L-CARNITINE SOLUTION ORAL 100 mg/1mL 10 mL,L-CARNITINE,A16AA01
Pharmachemie,فارماشیمی,فارماشیمی,پخش مهبان دارو,ایران,ایبوپروفن   سوسپانسیون خوراکی 100 mg/5mL 120 mL,IBUPROFEN   SUSPENSION ORAL 100 mg/5mL 120 mL,IBUPROFEN SUSPENSION ORAL 100 mg/5mL 120 mL,IBUPROFEN,M01AE01
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش مهبان دارو,ایران,ریویکس   قرص خوراکی 15 mg,RIVIX   TABLET ORAL 15 mg,RIVAROXABAN TABLET ORAL 15 mg,RIVAROXABAN,B01AF01
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,بتامتازون   قرص خوراکی 0.5 mg,BETAMETHASONE   TABLET ORAL 0.5 mg,BETAMETHASONE TABLET ORAL 0.5 mg,BETAMETHASONE,H02AB01
Aburaihan Pharmaceutical Co,داروسازی ابوریحان,داروسازی ابوریحان,پخش مهبان دارو,ایران,تریرول   کپسول خوراکی 100 mg,TRIROLE   CAPSULE ORAL 100 mg,FENOFIBRATE CAPSULE ORAL 100 mg,FENOFIBRATE,C10AB05
